Plant_ID	Experiment	Line	Site	Block	Cohort
8_0465	ecotypes	JAM.6.A	Par	8_10	2008
8_0466	ecotypes	MIL.70.A	Par	8_10	2008
8_0467	ecotypes	MIL.53.A	Par	8_10	2008
8_0468	ecotypes	MIL.20.B	Par	8_10	2008
8_0469	ecotypes	PAR.17.A1	Par	8_10	2008
8_0470	ecotypes	MAH.5.A	Par	8_10	2008
8_0471	ecotypes	PAR.8.B1	Par	8_10	2008
8_0472	ecotypes	PAR.9.A1	Par	8_10	2008
8_0473	ecotypes	PAR.29.B2	Par	8_10	2008
8_0474	ecotypes	JAM.17.A	Par	8_10	2008
8_0475	ecotypes	MIL.60.A	Par	8_10	2008
8_0476	ecotypes	SILLow.6	Par	8_10	2008
8_0477	ecotypes	MAH.37.A	Par	8_10	2008
8_0478	ecotypes	PAR.22.A2	Par	8_10	2008
8_0479	ecotypes	JAM.15.A	Par	8_10	2008
8_0480	ecotypes	SILLow.1	Par	8_10	2008
8_0481	ecotypes	MAH.5.A	Mil	8_11	2008
8_0482	ecotypes	MAH.38.B	Mil	8_11	2008
8_0483	ecotypes	JAM.40.A	Mil	8_11	2008
8_0484	ecotypes	PAR.29.B2	Mil	8_11	2008
8_0485	ecotypes	SILLow.8	Mil	8_11	2008
8_0486	ecotypes	SILLow.1	Mil	8_11	2008
8_0487	ecotypes	MAH.9.B	Mil	8_11	2008
8_0488	ecotypes	JAM.17.A	Mil	8_11	2008
8_0489	ecotypes	JAM.6.A	Mil	8_11	2008
8_0490	ecotypes	JAM.7.B	Mil	8_11	2008
8_0491	ecotypes	JAM.19.B	Mil	8_11	2008
8_0492	ecotypes	JAM.15.A	Mil	8_11	2008
8_0493	ecotypes	MIL.70.A	Mil	8_11	2008
8_0494	ecotypes	PAR.8.B1	Mil	8_11	2008
8_0495	ecotypes	PAR.21.B2	Mil	8_11	2008
8_0496	ecotypes	MAH.37.A	Mil	8_11	2008
8_0497	ecotypes	MIL.60.A	Mil	8_11	2008
8_0498	ecotypes	SILupper.2	Mil	8_11	2008
8_0499	ecotypes	PAR.19.B	Mil	8_11	2008
8_0500	ecotypes	MAH.16.A	Mil	8_11	2008
8_0501	ecotypes	JAM.1.A	Mil	8_11	2008
8_0502	ecotypes	MAH.13.A	Mil	8_11	2008
8_0503	ecotypes	SILLow.5	Mil	8_11	2008
8_0504	ecotypes	JAM.26.A	Mil	8_11	2008
8_0505	ecotypes	JAM.22.A	Mil	8_11	2008
8_0506	ecotypes	MAH.48.A	Mil	8_11	2008
8_0507	ecotypes	MAH.46.A	Mil	8_11	2008
8_0508	ecotypes	MAH.8.A1	Mil	8_11	2008
8_0509	ecotypes	MIL.24.A	Mil	8_11	2008
8_0510	ecotypes	SILLow.2	Mil	8_11	2008
8_0511	ecotypes	PAR.9.A1	Mil	8_11	2008
8_0512	ecotypes	PAR.22.A2	Mil	8_11	2008
8_0513	ecotypes	MIL.53.A	Mil	8_11	2008
8_0514	ecotypes	MIL.21.B2	Mil	8_11	2008
8_0515	ecotypes	MIL.54.A	Mil	8_11	2008
8_0516	ecotypes	MIL.50.A	Mil	8_11	2008
8_0517	ecotypes	SILLow.3	Mil	8_11	2008
8_0518	ecotypes	PAR.10.A6	Mil	8_11	2008
8_0519	ecotypes	PAR.17.A1	Mil	8_11	2008
8_0520	ecotypes	MIL.32.A1	Mil	8_11	2008
8_0521	ecotypes	SILLow.7	Mil	8_11	2008
8_0522	ecotypes	MIL.68.B	Mil	8_11	2008
8_0523	ecotypes	JAM.16.A	Mil	8_11	2008
8_0524	ecotypes	PAR.7.B1	Mil	8_11	2008
8_0525	ecotypes	MAH.11.A	Mil	8_11	2008
8_0526	ecotypes	PAR.13.A	Mil	8_11	2008
8_0527	ecotypes	SILLow.6	Mil	8_11	2008
8_0528	ecotypes	MIL.20.B	Mil	8_11	2008
8_0529	ecotypes	MIL.68.B	Mah	8_12	2008
8_0530	ecotypes	PAR.21.B2	Mah	8_12	2008
8_0531	ecotypes	MAH.11.A	Mah	8_12	2008
8_0532	ecotypes	PAR.19.B	Mah	8_12	2008
8_0533	ecotypes	JAM.16.A	Mah	8_12	2008
8_0534	ecotypes	MAH.13.A	Mah	8_12	2008
8_0535	ecotypes	JAM.7.B	Mah	8_12	2008
8_0536	ecotypes	JAM.6.A	Mah	8_12	2008
8_0537	ecotypes	PAR.10.A6	Mah	8_12	2008
8_0538	ecotypes	PAR.29.B2	Mah	8_12	2008
8_0539	ecotypes	JAM.26.A	Mah	8_12	2008
8_0540	ecotypes	SILLow.6	Mah	8_12	2008
8_0541	ecotypes	PAR.17.A1	Mah	8_12	2008
8_0542	ecotypes	MIL.53.A	Mah	8_12	2008
8_0543	ecotypes	SILLow.5	Mah	8_12	2008
8_0544	ecotypes	PAR.8.B1	Mah	8_12	2008
8_0545	ecotypes	SILLow.7	Mah	8_12	2008
8_0546	ecotypes	SILupper.2	Mah	8_12	2008
8_0547	ecotypes	PAR.22.A2	Mah	8_12	2008
8_0548	ecotypes	JAM.40.A	Mah	8_12	2008
8_0549	ecotypes	SILLow.8	Mah	8_12	2008
8_0550	ecotypes	JAM.19.B	Mah	8_12	2008
8_0551	ecotypes	PAR.13.A	Mah	8_12	2008
8_0552	ecotypes	MAH.8.A1	Mah	8_12	2008
8_0553	ecotypes	JAM.22.A	Mah	8_12	2008
8_0554	ecotypes	SILLow.2	Mah	8_12	2008
8_0555	ecotypes	MAH.16.A	Mah	8_12	2008
8_0556	ecotypes	MAH.5.A	Mah	8_12	2008
8_0557	ecotypes	SILLow.3	Mah	8_12	2008
8_0558	ecotypes	SILLow.1	Mah	8_12	2008
8_0559	ecotypes	MIL.21.B2	Mah	8_12	2008
8_0560	ecotypes	MIL.70.A	Mah	8_12	2008
8_0561	ecotypes	MAH.37.A	Mah	8_12	2008
8_0562	ecotypes	JAM.17.A	Mah	8_12	2008
8_0563	ecotypes	MAH.9.B	Mah	8_12	2008
8_0564	ecotypes	JAM.1.A	Mah	8_12	2008
8_0565	ecotypes	MIL.60.A	Mah	8_12	2008
8_0566	ecotypes	PAR.7.B1	Mah	8_12	2008
8_0567	ecotypes	MAH.46.A	Mah	8_12	2008
8_0568	ecotypes	MIL.32.A1	Mah	8_12	2008
8_0569	ecotypes	MIL.50.A	Mah	8_12	2008
8_0570	ecotypes	JAM.15.A	Mah	8_12	2008
8_0571	ecotypes	MAH.38.B	Mah	8_12	2008
8_0572	ecotypes	MIL.54.A	Mah	8_12	2008
8_0573	ecotypes	PAR.9.A1	Mah	8_12	2008
8_0574	ecotypes	MAH.48.A	Mah	8_12	2008
8_0575	ecotypes	MIL.24.A	Mah	8_12	2008
8_0576	ecotypes	MIL.20.B	Mah	8_12	2008
8_0577	ecotypes	MAH.38.B	Jam	8_13	2008
8_0578	ecotypes	MAH.13.A	Jam	8_13	2008
8_0579	ecotypes	MIL.20.B	Jam	8_13	2008
8_0580	ecotypes	MIL.32.A1	Jam	8_13	2008
8_0581	ecotypes	PAR.13.A	Jam	8_13	2008
8_0582	ecotypes	JAM.1.A	Jam	8_13	2008
8_0583	ecotypes	MAH.48.A	Jam	8_13	2008
8_0584	ecotypes	MIL.60.A	Jam	8_13	2008
8_0585	ecotypes	JAM.26.A	Jam	8_13	2008
8_0586	ecotypes	MIL.53.A	Jam	8_13	2008
8_0587	ecotypes	JAM.22.A	Jam	8_13	2008
8_0588	ecotypes	PAR.21.B2	Jam	8_13	2008
8_0589	ecotypes	JAM.6.A	Jam	8_13	2008
8_0590	ecotypes	SILupper.2	Jam	8_13	2008
8_0591	ecotypes	SILLow.3	Jam	8_13	2008
8_0592	ecotypes	PAR.7.B1	Jam	8_13	2008
8_0593	ecotypes	PAR.10.A6	Jam	8_13	2008
8_0594	ecotypes	MIL.21.B2	Jam	8_13	2008
8_0595	ecotypes	PAR.29.B2	Jam	8_13	2008
8_0596	ecotypes	PAR.8.B1	Jam	8_13	2008
8_0597	ecotypes	MAH.5.A	Jam	8_13	2008
8_0598	ecotypes	JAM.19.B	Jam	8_13	2008
8_0599	ecotypes	PAR.9.A1	Jam	8_13	2008
8_0600	ecotypes	JAM.40.A	Jam	8_13	2008
8_0601	ecotypes	SILLow.1	Jam	8_13	2008
8_0602	ecotypes	MIL.24.A	Jam	8_13	2008
8_0603	ecotypes	PAR.22.A2	Jam	8_13	2008
8_0604	ecotypes	MIL.54.A	Jam	8_13	2008
8_0605	ecotypes	MAH.9.B	Jam	8_13	2008
8_0606	ecotypes	JAM.17.A	Jam	8_13	2008
8_0607	ecotypes	PAR.19.B	Jam	8_13	2008
8_0608	ecotypes	MAH.16.A	Jam	8_13	2008
8_0609	ecotypes	SILLow.2	Jam	8_13	2008
8_0610	ecotypes	JAM.15.A	Jam	8_13	2008
8_0611	ecotypes	MIL.50.A	Jam	8_13	2008
8_0612	ecotypes	MIL.68.B	Jam	8_13	2008
8_0613	ecotypes	MAH.11.A	Jam	8_13	2008
8_0614	ecotypes	MAH.46.A	Jam	8_13	2008
8_0615	ecotypes	JAM.16.A	Jam	8_13	2008
8_0616	ecotypes	SILLow.7	Jam	8_13	2008
8_0617	ecotypes	MAH.8.A1	Jam	8_13	2008
8_0618	ecotypes	SILLow.6	Jam	8_13	2008
8_0619	ecotypes	PAR.17.A1	Jam	8_13	2008
8_0620	ecotypes	MIL.70.A	Jam	8_13	2008
8_0621	ecotypes	SILLow.8	Jam	8_13	2008
8_0622	ecotypes	MAH.37.A	Jam	8_13	2008
8_0623	ecotypes	JAM.7.B	Jam	8_13	2008
8_0624	ecotypes	SILLow.5	Jam	8_13	2008
8_0625	ecotypes	PAR.9.A1	Sil	8_14	2008
8_0626	ecotypes	SILLow.8	Sil	8_14	2008
8_0627	ecotypes	MIL.21.B2	Sil	8_14	2008
8_0628	ecotypes	MIL.60.A	Sil	8_14	2008
8_0629	ecotypes	JAM.6.A	Sil	8_14	2008
8_0630	ecotypes	MAH.5.A	Sil	8_14	2008
8_0631	ecotypes	MAH.48.A	Sil	8_14	2008
8_0632	ecotypes	SILLow.7	Sil	8_14	2008
8_0633	ecotypes	PAR.10.A6	Sil	8_14	2008
8_0634	ecotypes	PAR.22.A2	Sil	8_14	2008
8_0635	ecotypes	JAM.17.A	Sil	8_14	2008
8_0636	ecotypes	JAM.15.A	Sil	8_14	2008
8_0637	ecotypes	SILLow.1	Sil	8_14	2008
8_0638	ecotypes	JAM.19.B	Sil	8_14	2008
8_0639	ecotypes	MIL.20.B	Sil	8_14	2008
8_0640	ecotypes	MAH.37.A	Sil	8_14	2008
8_0641	ecotypes	PAR.7.B1	Sil	8_14	2008
8_0642	ecotypes	JAM.40.A	Sil	8_14	2008
8_0643	ecotypes	PAR.8.B1	Sil	8_14	2008
8_0644	ecotypes	MAH.46.A	Sil	8_14	2008
8_0645	ecotypes	SILLow.2	Sil	8_14	2008
8_0646	ecotypes	MAH.9.B	Sil	8_14	2008
8_0647	ecotypes	JAM.26.A	Sil	8_14	2008
8_0648	ecotypes	MAH.13.A	Sil	8_14	2008
8_0649	ecotypes	JAM.1.A	Sil	8_14	2008
8_0650	ecotypes	MAH.11.A	Sil	8_14	2008
8_0651	ecotypes	JAM.22.A	Sil	8_14	2008
8_0652	ecotypes	JAM.16.A	Sil	8_14	2008
8_0653	ecotypes	PAR.17.A1	Sil	8_14	2008
8_0654	ecotypes	MIL.68.B	Sil	8_14	2008
8_0655	ecotypes	SILLow.6	Sil	8_14	2008
8_0656	ecotypes	MAH.38.B	Sil	8_14	2008
8_0657	ecotypes	JAM.7.B	Sil	8_14	2008
8_0658	ecotypes	MIL.70.A	Sil	8_14	2008
8_0659	ecotypes	SILupper.2	Sil	8_14	2008
8_0660	ecotypes	MIL.24.A	Sil	8_14	2008
8_0661	ecotypes	SILLow.5	Sil	8_14	2008
8_0662	ecotypes	MIL.54.A	Sil	8_14	2008
8_0663	ecotypes	PAR.13.A	Sil	8_14	2008
8_0664	ecotypes	MIL.53.A	Sil	8_14	2008
8_0665	ecotypes	MAH.8.A1	Sil	8_14	2008
8_0666	ecotypes	PAR.21.B2	Sil	8_14	2008
8_0667	ecotypes	MAH.16.A	Sil	8_14	2008
8_0668	ecotypes	PAR.29.B2	Sil	8_14	2008
8_0669	ecotypes	PAR.19.B	Sil	8_14	2008
8_0670	ecotypes	MIL.50.A	Sil	8_14	2008
8_0671	ecotypes	SILLow.3	Sil	8_14	2008
8_0672	ecotypes	MIL.32.A1	Sil	8_14	2008
8_0673	ecotypes	JAM.1.A	Par	8_15	2008
8_0674	ecotypes	MAH.37.A	Par	8_15	2008
8_0675	ecotypes	SILLow.2	Par	8_15	2008
8_0676	ecotypes	PAR.8.B1	Par	8_15	2008
8_0677	ecotypes	JAM.26.A	Par	8_15	2008
8_0678	ecotypes	MIL.32.A1	Par	8_15	2008
8_0679	ecotypes	JAM.7.B	Par	8_15	2008
8_0680	ecotypes	MIL.70.A	Par	8_15	2008
8_0681	ecotypes	MAH.48.A	Par	8_15	2008
8_0682	ecotypes	JAM.15.A	Par	8_15	2008
8_0683	ecotypes	MIL.54.A	Par	8_15	2008
8_0684	ecotypes	PAR.19.B	Par	8_15	2008
8_0685	ecotypes	JAM.16.A	Par	8_15	2008
8_0686	ecotypes	SILLow.5	Par	8_15	2008
8_0687	ecotypes	MIL.21.B2	Par	8_15	2008
8_0688	ecotypes	MAH.38.B	Par	8_15	2008
8_0689	ecotypes	MIL.20.B	Par	8_15	2008
8_0690	ecotypes	JAM.22.A	Par	8_15	2008
8_0691	ecotypes	JAM.19.B	Par	8_15	2008
8_0692	ecotypes	MAH.16.A	Par	8_15	2008
8_0693	ecotypes	SILLow.6	Par	8_15	2008
8_0694	ecotypes	SILLow.1	Par	8_15	2008
8_0695	ecotypes	PAR.10.A6	Par	8_15	2008
8_0696	ecotypes	MIL.24.A	Par	8_15	2008
8_0697	ecotypes	MAH.13.A	Par	8_15	2008
8_0698	ecotypes	MAH.9.B	Par	8_15	2008
8_0699	ecotypes	JAM.6.A	Par	8_15	2008
8_0700	ecotypes	SILLow.8	Par	8_15	2008
8_0701	ecotypes	MIL.50.A	Par	8_15	2008
8_0702	ecotypes	MAH.46.A	Par	8_15	2008
8_0703	ecotypes	JAM.40.A	Par	8_15	2008
8_0704	ecotypes	MIL.68.B	Par	8_15	2008
8_0705	ecotypes	PAR.7.B1	Par	8_15	2008
8_0706	ecotypes	SILLow.7	Par	8_15	2008
8_0707	ecotypes	PAR.29.B2	Par	8_15	2008
8_0708	ecotypes	MAH.8.A1	Par	8_15	2008
8_0709	ecotypes	PAR.13.A	Par	8_15	2008
8_0710	ecotypes	JAM.17.A	Par	8_15	2008
8_0711	ecotypes	MAH.5.A	Par	8_15	2008
8_0712	ecotypes	MIL.60.A	Par	8_15	2008
8_0713	ecotypes	SILLow.3	Par	8_15	2008
8_0714	ecotypes	MIL.53.A	Par	8_15	2008
8_0715	ecotypes	PAR.9.A1	Par	8_15	2008
8_0716	ecotypes	MAH.11.A	Par	8_15	2008
8_0717	ecotypes	SILupper.2	Par	8_15	2008
8_0718	ecotypes	PAR.21.B2	Par	8_15	2008
8_0719	ecotypes	PAR.17.A1	Par	8_15	2008
8_0720	ecotypes	PAR.22.A2	Par	8_15	2008
8_0721	ecotypes	SILLow.5	Par	8_16	2008
8_0722	ecotypes	MIL.70.A	Par	8_16	2008
8_0723	ecotypes	MIL.32.A1	Par	8_16	2008
8_0724	ecotypes	JAM.7.B	Par	8_16	2008
8_0725	ecotypes	SILLow.6	Par	8_16	2008
8_0726	ecotypes	JAM.17.A	Par	8_16	2008
8_0727	ecotypes	PAR.9.A1	Par	8_16	2008
8_0728	ecotypes	PAR.19.B	Par	8_16	2008
8_0729	ecotypes	MIL.20.B	Par	8_16	2008
8_0730	ecotypes	MAH.9.B	Par	8_16	2008
8_0731	ecotypes	MIL.53.A	Par	8_16	2008
8_0732	ecotypes	PAR.21.B2	Par	8_16	2008
8_0733	ecotypes	PAR.17.A1	Par	8_16	2008
8_0734	ecotypes	MAH.11.A	Par	8_16	2008
8_0735	ecotypes	JAM.16.A	Par	8_16	2008
8_0736	ecotypes	SILLow.2	Par	8_16	2008
8_0737	ecotypes	SILupper.2	Par	8_16	2008
8_0738	ecotypes	PAR.8.B1	Par	8_16	2008
8_0739	ecotypes	SILLow.7	Par	8_16	2008
8_0740	ecotypes	MIL.54.A	Par	8_16	2008
8_0741	ecotypes	JAM.26.A	Par	8_16	2008
8_0742	ecotypes	PAR.13.A	Par	8_16	2008
8_0743	ecotypes	MIL.24.A	Par	8_16	2008
8_0744	ecotypes	JAM.1.A	Par	8_16	2008
8_0745	ecotypes	MIL.68.B	Par	8_16	2008
8_0746	ecotypes	SILLow.3	Par	8_16	2008
8_0747	ecotypes	PAR.10.A6	Par	8_16	2008
8_0748	ecotypes	JAM.15.A	Par	8_16	2008
8_0749	ecotypes	SILLow.8	Par	8_16	2008
8_0750	ecotypes	SILLow.1	Par	8_16	2008
8_0751	ecotypes	MIL.21.B2	Par	8_16	2008
8_0752	ecotypes	MAH.46.A	Par	8_16	2008
8_0753	ecotypes	MAH.5.A	Par	8_16	2008
8_0754	ecotypes	JAM.19.B	Par	8_16	2008
8_0755	ecotypes	JAM.40.A	Par	8_16	2008
8_0756	ecotypes	PAR.29.B2	Par	8_16	2008
8_0757	ecotypes	PAR.22.A2	Par	8_16	2008
8_0758	ecotypes	MAH.48.A	Par	8_16	2008
8_0759	ecotypes	PAR.7.B1	Par	8_16	2008
8_0760	ecotypes	MAH.37.A	Par	8_16	2008
8_0761	ecotypes	MIL.50.A	Par	8_16	2008
8_0762	ecotypes	JAM.6.A	Par	8_16	2008
8_0763	ecotypes	MAH.38.B	Par	8_16	2008
8_0764	ecotypes	MAH.8.A1	Par	8_16	2008
8_0765	ecotypes	JAM.22.A	Par	8_16	2008
8_0766	ecotypes	MAH.13.A	Par	8_16	2008
8_0767	ecotypes	MIL.60.A	Par	8_16	2008
8_0768	ecotypes	MAH.16.A	Par	8_16	2008
8_0769	ecotypes	JAM.7.B	Jam	8_17	2008
8_0770	ecotypes	PAR.7.B1	Jam	8_17	2008
8_0771	ecotypes	MIL.60.A	Jam	8_17	2008
8_0772	ecotypes	SILLow.8	Jam	8_17	2008
8_0773	ecotypes	MAH.9.B	Jam	8_17	2008
8_0774	ecotypes	MIL.50.A	Jam	8_17	2008
8_0775	ecotypes	SILLow.5	Jam	8_17	2008
8_0776	ecotypes	JAM.22.A	Jam	8_17	2008
8_0777	ecotypes	MIL.32.A1	Jam	8_17	2008
8_0778	ecotypes	PAR.17.A1	Jam	8_17	2008
8_0779	ecotypes	JAM.16.A	Jam	8_17	2008
8_0780	ecotypes	SILLow.6	Jam	8_17	2008
8_0781	ecotypes	MIL.54.A	Jam	8_17	2008
8_0782	ecotypes	MAH.37.A	Jam	8_17	2008
8_0783	ecotypes	MAH.46.A	Jam	8_17	2008
8_0784	ecotypes	PAR.19.B	Jam	8_17	2008
8_0785	ecotypes	JAM.1.A	Jam	8_17	2008
8_0786	ecotypes	PAR.8.B1	Jam	8_17	2008
8_0787	ecotypes	MIL.68.B	Jam	8_17	2008
8_0788	ecotypes	JAM.6.A	Jam	8_17	2008
8_0789	ecotypes	PAR.9.A1	Jam	8_17	2008
8_0790	ecotypes	PAR.13.A	Jam	8_17	2008
8_0791	ecotypes	SILupper.2	Jam	8_17	2008
8_0792	ecotypes	SILLow.2	Jam	8_17	2008
8_0793	ecotypes	MIL.21.B2	Jam	8_17	2008
8_0794	ecotypes	SILLow.1	Jam	8_17	2008
8_0795	ecotypes	MIL.70.A	Jam	8_17	2008
8_0796	ecotypes	MAH.5.A	Jam	8_17	2008
8_0797	ecotypes	PAR.22.A2	Jam	8_17	2008
8_0798	ecotypes	JAM.17.A	Jam	8_17	2008
8_0799	ecotypes	SILLow.3	Jam	8_17	2008
8_0800	ecotypes	SILLow.7	Jam	8_17	2008
8_0801	ecotypes	JAM.40.A	Jam	8_17	2008
8_0802	ecotypes	PAR.10.A6	Jam	8_17	2008
8_0803	ecotypes	MIL.20.B	Jam	8_17	2008
8_0804	ecotypes	PAR.21.B2	Jam	8_17	2008
8_0805	ecotypes	JAM.15.A	Jam	8_17	2008
8_0806	ecotypes	MAH.48.A	Jam	8_17	2008
8_0807	ecotypes	MAH.16.A	Jam	8_17	2008
8_0808	ecotypes	MAH.8.A1	Jam	8_17	2008
8_0809	ecotypes	MAH.13.A	Jam	8_17	2008
8_0810	ecotypes	MIL.53.A	Jam	8_17	2008
8_0811	ecotypes	JAM.19.B	Jam	8_17	2008
8_0812	ecotypes	JAM.26.A	Jam	8_17	2008
8_0813	ecotypes	PAR.29.B2	Jam	8_17	2008
8_0814	ecotypes	MAH.11.A	Jam	8_17	2008
8_0815	ecotypes	MAH.38.B	Jam	8_17	2008
8_0816	ecotypes	MIL.24.A	Jam	8_17	2008
8_0817	ecotypes	MAH.5.A	Mah	8_18	2008
8_0818	ecotypes	MIL.68.B	Mah	8_18	2008
8_0819	ecotypes	PAR.22.A2	Mah	8_18	2008
8_0820	ecotypes	JAM.17.A	Mah	8_18	2008
8_0821	ecotypes	MAH.46.A	Mah	8_18	2008
8_0822	ecotypes	MIL.32.A1	Mah	8_18	2008
8_0823	ecotypes	PAR.9.A1	Mah	8_18	2008
8_0824	ecotypes	MIL.60.A	Mah	8_18	2008
8_0825	ecotypes	MAH.37.A	Mah	8_18	2008
8_0826	ecotypes	JAM.22.A	Mah	8_18	2008
8_0827	ecotypes	PAR.21.B2	Mah	8_18	2008
8_0828	ecotypes	MIL.53.A	Mah	8_18	2008
8_0829	ecotypes	MAH.13.A	Mah	8_18	2008
8_0830	ecotypes	SILLow.5	Mah	8_18	2008
8_0831	ecotypes	JAM.19.B	Mah	8_18	2008
8_0832	ecotypes	MIL.50.A	Mah	8_18	2008
8_0833	ecotypes	SILLow.7	Mah	8_18	2008
8_0834	ecotypes	MAH.48.A	Mah	8_18	2008
8_0835	ecotypes	MIL.21.B2	Mah	8_18	2008
8_0836	ecotypes	MIL.20.B	Mah	8_18	2008
8_0837	ecotypes	MIL.70.A	Mah	8_18	2008
8_0838	ecotypes	JAM.40.A	Mah	8_18	2008
8_0839	ecotypes	MAH.8.A1	Mah	8_18	2008
8_0840	ecotypes	PAR.17.A1	Mah	8_18	2008
8_0841	ecotypes	MAH.16.A	Mah	8_18	2008
8_0842	ecotypes	MIL.54.A	Mah	8_18	2008
8_0843	ecotypes	MAH.9.B	Mah	8_18	2008
8_0844	ecotypes	PAR.19.B	Mah	8_18	2008
8_0845	ecotypes	SILLow.3	Mah	8_18	2008
8_0846	ecotypes	PAR.7.B1	Mah	8_18	2008
8_0847	ecotypes	SILLow.8	Mah	8_18	2008
8_0848	ecotypes	JAM.1.A	Mah	8_18	2008
8_0849	ecotypes	PAR.10.A6	Mah	8_18	2008
8_0850	ecotypes	PAR.29.B2	Mah	8_18	2008
8_0851	ecotypes	JAM.16.A	Mah	8_18	2008
8_0852	ecotypes	PAR.8.B1	Mah	8_18	2008
8_0853	ecotypes	JAM.6.A	Mah	8_18	2008
8_0854	ecotypes	MAH.38.B	Mah	8_18	2008
8_0855	ecotypes	PAR.13.A	Mah	8_18	2008
8_0856	ecotypes	MAH.11.A	Mah	8_18	2008
8_0857	ecotypes	JAM.26.A	Mah	8_18	2008
8_0858	ecotypes	SILLow.1	Mah	8_18	2008
8_0859	ecotypes	JAM.7.B	Mah	8_18	2008
8_0860	ecotypes	SILLow.6	Mah	8_18	2008
8_0861	ecotypes	SILLow.2	Mah	8_18	2008
8_0862	ecotypes	JAM.15.A	Mah	8_18	2008
8_0863	ecotypes	MIL.24.A	Mah	8_18	2008
8_0864	ecotypes	SILupper.2	Mah	8_18	2008
8_0865	ecotypes	PAR.8.B1	Sil	8_19	2008
8_0866	ecotypes	JAM.1.A	Sil	8_19	2008
8_0867	ecotypes	JAM.19.B	Sil	8_19	2008
8_0868	ecotypes	JAM.17.A	Sil	8_19	2008
8_0869	ecotypes	MIL.20.B	Sil	8_19	2008
8_0870	ecotypes	JAM.40.A	Sil	8_19	2008
8_0871	ecotypes	MAH.11.A	Sil	8_19	2008
8_0872	ecotypes	MAH.38.B	Sil	8_19	2008
8_0873	ecotypes	MIL.32.A1	Sil	8_19	2008
8_0874	ecotypes	MAH.48.A	Sil	8_19	2008
8_0875	ecotypes	MIL.53.A	Sil	8_19	2008
8_0876	ecotypes	MAH.8.A1	Sil	8_19	2008
8_0877	ecotypes	SILLow.1	Sil	8_19	2008
8_0878	ecotypes	MAH.37.A	Sil	8_19	2008
8_0879	ecotypes	MIL.21.B2	Sil	8_19	2008
8_0880	ecotypes	JAM.6.A	Sil	8_19	2008
8_0881	ecotypes	PAR.9.A1	Sil	8_19	2008
8_0882	ecotypes	JAM.26.A	Sil	8_19	2008
8_0883	ecotypes	SILLow.7	Sil	8_19	2008
8_0884	ecotypes	JAM.15.A	Sil	8_19	2008
8_0885	ecotypes	PAR.17.A1	Sil	8_19	2008
8_0886	ecotypes	SILLow.6	Sil	8_19	2008
8_0887	ecotypes	MIL.50.A	Sil	8_19	2008
8_0888	ecotypes	PAR.21.B2	Sil	8_19	2008
8_0889	ecotypes	MAH.9.B	Sil	8_19	2008
8_0890	ecotypes	MIL.54.A	Sil	8_19	2008
8_0891	ecotypes	SILLow.3	Sil	8_19	2008
8_0892	ecotypes	MAH.16.A	Sil	8_19	2008
8_0893	ecotypes	MAH.13.A	Sil	8_19	2008
8_0894	ecotypes	SILupper.2	Sil	8_19	2008
8_0895	ecotypes	PAR.7.B1	Sil	8_19	2008
8_0896	ecotypes	SILLow.5	Sil	8_19	2008
8_0897	ecotypes	MAH.46.A	Sil	8_19	2008
8_0898	ecotypes	SILLow.2	Sil	8_19	2008
8_0899	ecotypes	SILLow.8	Sil	8_19	2008
8_0900	ecotypes	PAR.22.A2	Sil	8_19	2008
8_0901	ecotypes	PAR.29.B2	Sil	8_19	2008
8_0902	ecotypes	JAM.7.B	Sil	8_19	2008
8_0903	ecotypes	MIL.24.A	Sil	8_19	2008
8_0904	ecotypes	MIL.68.B	Sil	8_19	2008
8_0905	ecotypes	PAR.19.B	Sil	8_19	2008
8_0906	ecotypes	MIL.60.A	Sil	8_19	2008
8_0907	ecotypes	MAH.5.A	Sil	8_19	2008
8_0908	ecotypes	PAR.10.A6	Sil	8_19	2008
8_0909	ecotypes	MIL.70.A	Sil	8_19	2008
8_0910	ecotypes	JAM.16.A	Sil	8_19	2008
8_0911	ecotypes	JAM.22.A	Sil	8_19	2008
8_0912	ecotypes	PAR.13.A	Sil	8_19	2008
8_0913	ecotypes	MAH.13.A	Mil	8_20	2008
8_0914	ecotypes	MIL.32.A1	Mil	8_20	2008
8_0915	ecotypes	MIL.50.A	Mil	8_20	2008
8_0916	ecotypes	JAM.16.A	Mil	8_20	2008
8_0917	ecotypes	MIL.70.A	Mil	8_20	2008
8_0918	ecotypes	MAH.48.A	Mil	8_20	2008
8_0919	ecotypes	JAM.19.B	Mil	8_20	2008
8_0920	ecotypes	MAH.8.A1	Mil	8_20	2008
8_0921	ecotypes	MIL.20.B	Mil	8_20	2008
8_0922	ecotypes	MAH.11.A	Mil	8_20	2008
8_0923	ecotypes	SILupper.2	Mil	8_20	2008
8_0924	ecotypes	MIL.21.B2	Mil	8_20	2008
8_0925	ecotypes	JAM.40.A	Mil	8_20	2008
8_0926	ecotypes	PAR.29.B2	Mil	8_20	2008
8_0927	ecotypes	MAH.46.A	Mil	8_20	2008
8_0928	ecotypes	MAH.5.A	Mil	8_20	2008
8_0929	ecotypes	PAR.22.A2	Mil	8_20	2008
8_0930	ecotypes	SILLow.5	Mil	8_20	2008
8_0931	ecotypes	MAH.9.B	Mil	8_20	2008
8_0932	ecotypes	MIL.54.A	Mil	8_20	2008
