Plant_ID	Experiment	Line	Site	Block	Cohort
8_0933	ecotypes	JAM.26.A	Mil	8_20	2008
8_0934	ecotypes	SILLow.1	Mil	8_20	2008
8_0935	ecotypes	MAH.38.B	Mil	8_20	2008
8_0936	ecotypes	MAH.16.A	Mil	8_20	2008
8_0937	ecotypes	PAR.7.B1	Mil	8_20	2008
8_0938	ecotypes	PAR.13.A	Mil	8_20	2008
8_0939	ecotypes	SILLow.2	Mil	8_20	2008
8_0940	ecotypes	SILLow.8	Mil	8_20	2008
8_0941	ecotypes	PAR.10.A6	Mil	8_20	2008
8_0942	ecotypes	MIL.53.A	Mil	8_20	2008
8_0943	ecotypes	JAM.1.A	Mil	8_20	2008
8_0944	ecotypes	JAM.7.B	Mil	8_20	2008
8_0945	ecotypes	PAR.8.B1	Mil	8_20	2008
8_0946	ecotypes	MIL.68.B	Mil	8_20	2008
8_0947	ecotypes	SILLow.3	Mil	8_20	2008
8_0948	ecotypes	JAM.15.A	Mil	8_20	2008
8_0949	ecotypes	SILLow.7	Mil	8_20	2008
8_0950	ecotypes	MAH.37.A	Mil	8_20	2008
8_0951	ecotypes	PAR.17.A1	Mil	8_20	2008
8_0952	ecotypes	PAR.19.B	Mil	8_20	2008
8_0953	ecotypes	PAR.9.A1	Mil	8_20	2008
8_0954	ecotypes	MIL.24.A	Mil	8_20	2008
8_0955	ecotypes	PAR.21.B2	Mil	8_20	2008
8_0956	ecotypes	JAM.22.A	Mil	8_20	2008
8_0957	ecotypes	SILLow.6	Mil	8_20	2008
8_0958	ecotypes	MIL.60.A	Mil	8_20	2008
8_0959	ecotypes	JAM.6.A	Mil	8_20	2008
8_0960	ecotypes	JAM.17.A	Mil	8_20	2008
8_0961	ecotypes	SILupper.2	Mah	8_21	2008
8_0962	ecotypes	MAH.11.A	Mah	8_21	2008
8_0963	ecotypes	MAH.37.A	Mah	8_21	2008
8_0964	ecotypes	PAR.10.A6	Mah	8_21	2008
8_0965	ecotypes	JAM.17.A	Mah	8_21	2008
8_0966	ecotypes	MAH.5.A	Mah	8_21	2008
8_0967	ecotypes	JAM.16.A	Mah	8_21	2008
8_0968	ecotypes	MAH.13.A	Mah	8_21	2008
8_0969	ecotypes	JAM.15.A	Mah	8_21	2008
8_0970	ecotypes	MIL.68.B	Mah	8_21	2008
8_0971	ecotypes	PAR.9.A1	Mah	8_21	2008
8_0972	ecotypes	JAM.40.A	Mah	8_21	2008
8_0973	ecotypes	MIL.60.A	Mah	8_21	2008
8_0974	ecotypes	MAH.46.A	Mah	8_21	2008
8_0975	ecotypes	PAR.8.B1	Mah	8_21	2008
8_0976	ecotypes	JAM.1.A	Mah	8_21	2008
8_0977	ecotypes	MIL.21.B2	Mah	8_21	2008
8_0978	ecotypes	SILLow.2	Mah	8_21	2008
8_0979	ecotypes	MIL.70.A	Mah	8_21	2008
8_0980	ecotypes	JAM.26.A	Mah	8_21	2008
8_0981	ecotypes	SILLow.8	Mah	8_21	2008
8_0982	ecotypes	MAH.8.A1	Mah	8_21	2008
8_0983	ecotypes	JAM.22.A	Mah	8_21	2008
8_0984	ecotypes	SILLow.5	Mah	8_21	2008
8_0985	ecotypes	MAH.48.A	Mah	8_21	2008
8_0986	ecotypes	JAM.6.A	Mah	8_21	2008
8_0987	ecotypes	MAH.16.A	Mah	8_21	2008
8_0988	ecotypes	PAR.13.A	Mah	8_21	2008
8_0989	ecotypes	MIL.54.A	Mah	8_21	2008
8_0990	ecotypes	PAR.22.A2	Mah	8_21	2008
8_0991	ecotypes	MAH.38.B	Mah	8_21	2008
8_0992	ecotypes	PAR.21.B2	Mah	8_21	2008
8_0993	ecotypes	MIL.32.A1	Mah	8_21	2008
8_0994	ecotypes	MIL.20.B	Mah	8_21	2008
8_0995	ecotypes	MIL.50.A	Mah	8_21	2008
8_0996	ecotypes	MAH.9.B	Mah	8_21	2008
8_0997	ecotypes	PAR.7.B1	Mah	8_21	2008
8_0998	ecotypes	SILLow.7	Mah	8_21	2008
8_0999	ecotypes	MIL.53.A	Mah	8_21	2008
8_1000	ecotypes	SILLow.6	Mah	8_21	2008
8_1001	ecotypes	PAR.19.B	Mah	8_21	2008
8_1002	ecotypes	JAM.7.B	Mah	8_21	2008
8_1003	ecotypes	PAR.29.B2	Mah	8_21	2008
8_1004	ecotypes	MIL.24.A	Mah	8_21	2008
8_1005	ecotypes	JAM.19.B	Mah	8_21	2008
8_1006	ecotypes	SILLow.3	Mah	8_21	2008
8_1007	ecotypes	SILLow.1	Mah	8_21	2008
8_1008	ecotypes	PAR.17.A1	Mah	8_21	2008
8_1009	ecotypes	PAR.21.B2	Jam	8_22	2008
8_1010	ecotypes	PAR.19.B	Jam	8_22	2008
8_1011	ecotypes	MAH.13.A	Jam	8_22	2008
8_1012	ecotypes	JAM.22.A	Jam	8_22	2008
8_1013	ecotypes	PAR.22.A2	Jam	8_22	2008
8_1014	ecotypes	JAM.17.A	Jam	8_22	2008
8_1015	ecotypes	SILLow.6	Jam	8_22	2008
8_1016	ecotypes	JAM.6.A	Jam	8_22	2008
8_1017	ecotypes	MAH.46.A	Jam	8_22	2008
8_1018	ecotypes	JAM.19.B	Jam	8_22	2008
8_1019	ecotypes	SILupper.2	Jam	8_22	2008
8_1020	ecotypes	JAM.26.A	Jam	8_22	2008
8_1021	ecotypes	PAR.13.A	Jam	8_22	2008
8_1022	ecotypes	MIL.50.A	Jam	8_22	2008
8_1023	ecotypes	MIL.68.B	Jam	8_22	2008
8_1024	ecotypes	MIL.21.B2	Jam	8_22	2008
8_1025	ecotypes	MAH.11.A	Jam	8_22	2008
8_1026	ecotypes	MAH.5.A	Jam	8_22	2008
8_1027	ecotypes	MAH.8.A1	Jam	8_22	2008
8_1028	ecotypes	PAR.7.B1	Jam	8_22	2008
8_1029	ecotypes	SILLow.7	Jam	8_22	2008
8_1030	ecotypes	MIL.53.A	Jam	8_22	2008
8_1031	ecotypes	MAH.16.A	Jam	8_22	2008
8_1032	ecotypes	JAM.15.A	Jam	8_22	2008
8_1033	ecotypes	MIL.70.A	Jam	8_22	2008
8_1034	ecotypes	PAR.8.B1	Jam	8_22	2008
8_1035	ecotypes	MIL.60.A	Jam	8_22	2008
8_1036	ecotypes	MIL.24.A	Jam	8_22	2008
8_1037	ecotypes	JAM.40.A	Jam	8_22	2008
8_1038	ecotypes	JAM.16.A	Jam	8_22	2008
8_1039	ecotypes	MAH.37.A	Jam	8_22	2008
8_1040	ecotypes	SILLow.8	Jam	8_22	2008
8_1041	ecotypes	JAM.1.A	Jam	8_22	2008
8_1042	ecotypes	PAR.17.A1	Jam	8_22	2008
8_1043	ecotypes	MIL.32.A1	Jam	8_22	2008
8_1044	ecotypes	PAR.29.B2	Jam	8_22	2008
8_1045	ecotypes	PAR.9.A1	Jam	8_22	2008
8_1046	ecotypes	SILLow.3	Jam	8_22	2008
8_1047	ecotypes	MAH.48.A	Jam	8_22	2008
8_1048	ecotypes	SILLow.2	Jam	8_22	2008
8_1049	ecotypes	MAH.38.B	Jam	8_22	2008
8_1050	ecotypes	SILLow.5	Jam	8_22	2008
8_1051	ecotypes	MIL.54.A	Jam	8_22	2008
8_1052	ecotypes	MIL.20.B	Jam	8_22	2008
8_1053	ecotypes	MAH.9.B	Jam	8_22	2008
8_1054	ecotypes	PAR.10.A6	Jam	8_22	2008
8_1055	ecotypes	SILLow.1	Jam	8_22	2008
8_1056	ecotypes	JAM.7.B	Jam	8_22	2008
8_1057	ecotypes	MAH.13.A	Sil	8_23	2008
8_1058	ecotypes	MIL.53.A	Sil	8_23	2008
8_1059	ecotypes	SILLow.7	Sil	8_23	2008
8_1060	ecotypes	PAR.8.B1	Sil	8_23	2008
8_1061	ecotypes	MIL.54.A	Sil	8_23	2008
8_1062	ecotypes	MIL.24.A	Sil	8_23	2008
8_1063	ecotypes	SILLow.2	Sil	8_23	2008
8_1064	ecotypes	PAR.29.B2	Sil	8_23	2008
8_1065	ecotypes	MAH.37.A	Sil	8_23	2008
8_1066	ecotypes	JAM.7.B	Sil	8_23	2008
8_1067	ecotypes	SILLow.3	Sil	8_23	2008
8_1068	ecotypes	MAH.16.A	Sil	8_23	2008
8_1069	ecotypes	JAM.40.A	Sil	8_23	2008
8_1070	ecotypes	MAH.11.A	Sil	8_23	2008
8_1071	ecotypes	SILupper.2	Sil	8_23	2008
8_1072	ecotypes	MIL.60.A	Sil	8_23	2008
8_1073	ecotypes	MAH.46.A	Sil	8_23	2008
8_1074	ecotypes	SILLow.6	Sil	8_23	2008
8_1075	ecotypes	MIL.68.B	Sil	8_23	2008
8_1076	ecotypes	MAH.5.A	Sil	8_23	2008
8_1077	ecotypes	JAM.22.A	Sil	8_23	2008
8_1078	ecotypes	MIL.32.A1	Sil	8_23	2008
8_1079	ecotypes	JAM.16.A	Sil	8_23	2008
8_1080	ecotypes	SILLow.1	Sil	8_23	2008
8_1081	ecotypes	PAR.10.A6	Sil	8_23	2008
8_1082	ecotypes	PAR.7.B1	Sil	8_23	2008
8_1083	ecotypes	PAR.13.A	Sil	8_23	2008
8_1084	ecotypes	MIL.70.A	Sil	8_23	2008
8_1085	ecotypes	MIL.21.B2	Sil	8_23	2008
8_1086	ecotypes	PAR.17.A1	Sil	8_23	2008
8_1087	ecotypes	JAM.1.A	Sil	8_23	2008
8_1088	ecotypes	PAR.21.B2	Sil	8_23	2008
8_1089	ecotypes	MIL.50.A	Sil	8_23	2008
8_1090	ecotypes	JAM.19.B	Sil	8_23	2008
8_1091	ecotypes	MIL.20.B	Sil	8_23	2008
8_1092	ecotypes	MAH.38.B	Sil	8_23	2008
8_1093	ecotypes	SILLow.5	Sil	8_23	2008
8_1094	ecotypes	PAR.19.B	Sil	8_23	2008
8_1095	ecotypes	JAM.15.A	Sil	8_23	2008
8_1096	ecotypes	PAR.22.A2	Sil	8_23	2008
8_1097	ecotypes	JAM.6.A	Sil	8_23	2008
8_1098	ecotypes	MAH.9.B	Sil	8_23	2008
8_1099	ecotypes	SILLow.8	Sil	8_23	2008
8_1100	ecotypes	MAH.8.A1	Sil	8_23	2008
8_1101	ecotypes	JAM.17.A	Sil	8_23	2008
8_1102	ecotypes	JAM.26.A	Sil	8_23	2008
8_1103	ecotypes	MAH.48.A	Sil	8_23	2008
8_1104	ecotypes	PAR.9.A1	Sil	8_23	2008
8_1105	ecotypes	JAM.17.A	Mil	8_24	2008
8_1106	ecotypes	MAH.13.A	Mil	8_24	2008
8_1107	ecotypes	PAR.22.A2	Mil	8_24	2008
8_1108	ecotypes	JAM.6.A	Mil	8_24	2008
8_1109	ecotypes	SILLow.2	Mil	8_24	2008
8_1110	ecotypes	SILLow.1	Mil	8_24	2008
8_1111	ecotypes	JAM.15.A	Mil	8_24	2008
8_1112	ecotypes	JAM.19.B	Mil	8_24	2008
8_1113	ecotypes	MAH.46.A	Mil	8_24	2008
8_1114	ecotypes	MAH.11.A	Mil	8_24	2008
8_1115	ecotypes	MIL.32.A1	Mil	8_24	2008
8_1116	ecotypes	SILLow.7	Mil	8_24	2008
8_1117	ecotypes	MAH.48.A	Mil	8_24	2008
8_1118	ecotypes	SILLow.6	Mil	8_24	2008
8_1119	ecotypes	PAR.7.B1	Mil	8_24	2008
8_1120	ecotypes	MIL.70.A	Mil	8_24	2008
8_1121	ecotypes	MAH.8.A1	Mil	8_24	2008
8_1122	ecotypes	JAM.7.B	Mil	8_24	2008
8_1123	ecotypes	JAM.22.A	Mil	8_24	2008
8_1124	ecotypes	PAR.8.B1	Mil	8_24	2008
8_1125	ecotypes	MIL.21.B2	Mil	8_24	2008
8_1126	ecotypes	MIL.53.A	Mil	8_24	2008
8_1127	ecotypes	PAR.21.B2	Mil	8_24	2008
8_1128	ecotypes	MAH.9.B	Mil	8_24	2008
8_1129	ecotypes	JAM.40.A	Mil	8_24	2008
8_1130	ecotypes	MIL.60.A	Mil	8_24	2008
8_1131	ecotypes	SILLow.3	Mil	8_24	2008
8_1132	ecotypes	JAM.26.A	Mil	8_24	2008
8_1133	ecotypes	MIL.68.B	Mil	8_24	2008
8_1134	ecotypes	PAR.10.A6	Mil	8_24	2008
8_1135	ecotypes	PAR.19.B	Mil	8_24	2008
8_1136	ecotypes	MAH.37.A	Mil	8_24	2008
8_1137	ecotypes	JAM.1.A	Mil	8_24	2008
8_1138	ecotypes	MIL.54.A	Mil	8_24	2008
8_1139	ecotypes	MAH.5.A	Mil	8_24	2008
8_1140	ecotypes	SILLow.8	Mil	8_24	2008
8_1141	ecotypes	MAH.38.B	Mil	8_24	2008
8_1142	ecotypes	JAM.16.A	Mil	8_24	2008
8_1143	ecotypes	PAR.13.A	Mil	8_24	2008
8_1144	ecotypes	MIL.50.A	Mil	8_24	2008
8_1145	ecotypes	PAR.9.A1	Mil	8_24	2008
8_1146	ecotypes	MIL.20.B	Mil	8_24	2008
8_1147	ecotypes	SILupper.2	Mil	8_24	2008
8_1148	ecotypes	SILLow.5	Mil	8_24	2008
8_1149	ecotypes	MAH.16.A	Mil	8_24	2008
8_1150	ecotypes	PAR.17.A1	Mil	8_24	2008
8_1151	ecotypes	MIL.24.A	Mil	8_24	2008
8_1152	ecotypes	PAR.29.B2	Mil	8_24	2008
8_1153	ecotypes	PAR.13.A	Par	8_25	2008
8_1154	ecotypes	SILLow.8	Par	8_25	2008
8_1155	ecotypes	PAR.7.B1	Par	8_25	2008
8_1156	ecotypes	SILLow.5	Par	8_25	2008
8_1157	ecotypes	SILLow.1	Par	8_25	2008
8_1158	ecotypes	MIL.24.A	Par	8_25	2008
8_1159	ecotypes	MAH.37.A	Par	8_25	2008
8_1160	ecotypes	MIL.32.A1	Par	8_25	2008
8_1161	ecotypes	JAM.19.B	Par	8_25	2008
8_1162	ecotypes	JAM.15.A	Par	8_25	2008
8_1163	ecotypes	MIL.21.B2	Par	8_25	2008
8_1164	ecotypes	MAH.38.B	Par	8_25	2008
8_1165	ecotypes	MAH.16.A	Par	8_25	2008
8_1166	ecotypes	MIL.50.A	Par	8_25	2008
8_1167	ecotypes	MAH.48.A	Par	8_25	2008
8_1168	ecotypes	MIL.60.A	Par	8_25	2008
8_1169	ecotypes	SILLow.7	Par	8_25	2008
8_1170	ecotypes	JAM.6.A	Par	8_25	2008
8_1171	ecotypes	JAM.26.A	Par	8_25	2008
8_1172	ecotypes	MAH.5.A	Par	8_25	2008
8_1173	ecotypes	JAM.1.A	Par	8_25	2008
8_1174	ecotypes	MIL.70.A	Par	8_25	2008
8_1175	ecotypes	MIL.54.A	Par	8_25	2008
8_1176	ecotypes	PAR.22.A2	Par	8_25	2008
8_1177	ecotypes	PAR.21.B2	Par	8_25	2008
8_1178	ecotypes	SILupper.2	Par	8_25	2008
8_1179	ecotypes	MAH.13.A	Par	8_25	2008
8_1180	ecotypes	SILLow.3	Par	8_25	2008
8_1181	ecotypes	PAR.8.B1	Par	8_25	2008
8_1182	ecotypes	MIL.20.B	Par	8_25	2008
8_1183	ecotypes	JAM.7.B	Par	8_25	2008
8_1184	ecotypes	SILLow.6	Par	8_25	2008
8_1185	ecotypes	JAM.17.A	Par	8_25	2008
8_1186	ecotypes	SILLow.2	Par	8_25	2008
8_1187	ecotypes	PAR.9.A1	Par	8_25	2008
8_1188	ecotypes	MIL.68.B	Par	8_25	2008
8_1189	ecotypes	JAM.40.A	Par	8_25	2008
8_1190	ecotypes	JAM.16.A	Par	8_25	2008
8_1191	ecotypes	PAR.19.B	Par	8_25	2008
8_1192	ecotypes	MAH.46.A	Par	8_25	2008
8_1193	ecotypes	MAH.11.A	Par	8_25	2008
8_1194	ecotypes	PAR.17.A1	Par	8_25	2008
8_1195	ecotypes	PAR.29.B2	Par	8_25	2008
8_1196	ecotypes	MAH.8.A1	Par	8_25	2008
8_1197	ecotypes	MIL.53.A	Par	8_25	2008
8_1198	ecotypes	PAR.10.A6	Par	8_25	2008
8_1199	ecotypes	MAH.9.B	Par	8_25	2008
8_1200	ecotypes	JAM.22.A	Par	8_25	2008
8_1201	ecotypes	SILLow.7	Sil	8_26	2008
8_1202	ecotypes	SILLow.6	Sil	8_26	2008
8_1203	ecotypes	MAH.38.B	Sil	8_26	2008
8_1204	ecotypes	SILLow.8	Sil	8_26	2008
8_1205	ecotypes	MIL.68.B	Sil	8_26	2008
8_1206	ecotypes	MIL.32.A1	Sil	8_26	2008
8_1207	ecotypes	MAH.46.A	Sil	8_26	2008
8_1208	ecotypes	PAR.19.B	Sil	8_26	2008
8_1209	ecotypes	PAR.22.A2	Sil	8_26	2008
8_1210	ecotypes	SILLow.1	Sil	8_26	2008
8_1211	ecotypes	JAM.16.A	Sil	8_26	2008
8_1212	ecotypes	MAH.9.B	Sil	8_26	2008
8_1213	ecotypes	PAR.10.A6	Sil	8_26	2008
8_1214	ecotypes	JAM.40.A	Sil	8_26	2008
8_1215	ecotypes	MAH.16.A	Sil	8_26	2008
8_1216	ecotypes	SILLow.3	Sil	8_26	2008
8_1217	ecotypes	MIL.60.A	Sil	8_26	2008
8_1218	ecotypes	PAR.9.A1	Sil	8_26	2008
8_1219	ecotypes	MIL.53.A	Sil	8_26	2008
8_1220	ecotypes	PAR.17.A1	Sil	8_26	2008
8_1221	ecotypes	PAR.13.A	Sil	8_26	2008
8_1222	ecotypes	JAM.15.A	Sil	8_26	2008
8_1223	ecotypes	SILLow.2	Sil	8_26	2008
8_1224	ecotypes	JAM.22.A	Sil	8_26	2008
8_1225	ecotypes	MIL.54.A	Sil	8_26	2008
8_1226	ecotypes	MAH.8.A1	Sil	8_26	2008
8_1227	ecotypes	MAH.5.A	Sil	8_26	2008
8_1228	ecotypes	PAR.29.B2	Sil	8_26	2008
8_1229	ecotypes	MAH.13.A	Sil	8_26	2008
8_1230	ecotypes	JAM.19.B	Sil	8_26	2008
8_1231	ecotypes	MAH.37.A	Sil	8_26	2008
8_1232	ecotypes	JAM.17.A	Sil	8_26	2008
8_1233	ecotypes	MAH.11.A	Sil	8_26	2008
8_1234	ecotypes	JAM.1.A	Sil	8_26	2008
8_1235	ecotypes	MAH.48.A	Sil	8_26	2008
8_1236	ecotypes	PAR.8.B1	Sil	8_26	2008
8_1237	ecotypes	SILLow.5	Sil	8_26	2008
8_1238	ecotypes	MIL.50.A	Sil	8_26	2008
8_1239	ecotypes	MIL.20.B	Sil	8_26	2008
8_1240	ecotypes	MIL.21.B2	Sil	8_26	2008
8_1241	ecotypes	JAM.7.B	Sil	8_26	2008
8_1242	ecotypes	MIL.24.A	Sil	8_26	2008
8_1243	ecotypes	PAR.7.B1	Sil	8_26	2008
8_1244	ecotypes	SILupper.2	Sil	8_26	2008
8_1245	ecotypes	JAM.6.A	Sil	8_26	2008
8_1246	ecotypes	PAR.21.B2	Sil	8_26	2008
8_1247	ecotypes	JAM.26.A	Sil	8_26	2008
8_1248	ecotypes	MIL.70.A	Sil	8_26	2008
8_1249	ecotypes	PAR.22.A2	Par	8_27	2008
8_1250	ecotypes	MIL.70.A	Par	8_27	2008
8_1251	ecotypes	JAM.17.A	Par	8_27	2008
8_1252	ecotypes	MAH.11.A	Par	8_27	2008
8_1253	ecotypes	MIL.24.A	Par	8_27	2008
8_1254	ecotypes	MAH.9.B	Par	8_27	2008
8_1255	ecotypes	JAM.19.B	Par	8_27	2008
8_1256	ecotypes	MAH.13.A	Par	8_27	2008
8_1257	ecotypes	MIL.20.B	Par	8_27	2008
8_1258	ecotypes	PAR.13.A	Par	8_27	2008
8_1259	ecotypes	SILLow.1	Par	8_27	2008
8_1260	ecotypes	SILLow.7	Par	8_27	2008
8_1261	ecotypes	SILupper.2	Par	8_27	2008
8_1262	ecotypes	PAR.21.B2	Par	8_27	2008
8_1263	ecotypes	JAM.15.A	Par	8_27	2008
8_1264	ecotypes	MIL.21.B2	Par	8_27	2008
8_1265	ecotypes	SILLow.8	Par	8_27	2008
8_1266	ecotypes	SILLow.3	Par	8_27	2008
8_1267	ecotypes	PAR.10.A6	Par	8_27	2008
8_1268	ecotypes	MAH.16.A	Par	8_27	2008
8_1269	ecotypes	JAM.7.B	Par	8_27	2008
8_1270	ecotypes	PAR.9.A1	Par	8_27	2008
8_1271	ecotypes	JAM.22.A	Par	8_27	2008
8_1272	ecotypes	MIL.60.A	Par	8_27	2008
8_1273	ecotypes	MAH.8.A1	Par	8_27	2008
8_1274	ecotypes	MIL.32.A1	Par	8_27	2008
8_1275	ecotypes	MIL.54.A	Par	8_27	2008
8_1276	ecotypes	MAH.48.A	Par	8_27	2008
8_1277	ecotypes	PAR.19.B	Par	8_27	2008
8_1278	ecotypes	PAR.29.B2	Par	8_27	2008
8_1279	ecotypes	MAH.38.B	Par	8_27	2008
8_1280	ecotypes	JAM.16.A	Par	8_27	2008
8_1281	ecotypes	PAR.8.B1	Par	8_27	2008
8_1282	ecotypes	PAR.7.B1	Par	8_27	2008
8_1283	ecotypes	SILLow.6	Par	8_27	2008
8_1284	ecotypes	JAM.1.A	Par	8_27	2008
8_1285	ecotypes	PAR.17.A1	Par	8_27	2008
8_1286	ecotypes	MAH.46.A	Par	8_27	2008
8_1287	ecotypes	MIL.50.A	Par	8_27	2008
8_1288	ecotypes	MIL.53.A	Par	8_27	2008
8_1289	ecotypes	JAM.26.A	Par	8_27	2008
8_1290	ecotypes	SILLow.2	Par	8_27	2008
8_1291	ecotypes	MAH.5.A	Par	8_27	2008
8_1292	ecotypes	MIL.68.B	Par	8_27	2008
8_1293	ecotypes	JAM.40.A	Par	8_27	2008
8_1294	ecotypes	JAM.6.A	Par	8_27	2008
8_1295	ecotypes	SILLow.5	Par	8_27	2008
8_1296	ecotypes	MAH.37.A	Par	8_27	2008
8_1297	ecotypes	MAH.5.A	Mah	8_28	2008
8_1298	ecotypes	PAR.9.A1	Mah	8_28	2008
8_1299	ecotypes	MAH.38.B	Mah	8_28	2008
8_1300	ecotypes	PAR.22.A2	Mah	8_28	2008
8_1301	ecotypes	PAR.17.A1	Mah	8_28	2008
8_1302	ecotypes	PAR.8.B1	Mah	8_28	2008
8_1303	ecotypes	JAM.40.A	Mah	8_28	2008
8_1304	ecotypes	SILLow.1	Mah	8_28	2008
8_1305	ecotypes	MAH.37.A	Mah	8_28	2008
8_1306	ecotypes	SILLow.6	Mah	8_28	2008
8_1307	ecotypes	JAM.22.A	Mah	8_28	2008
8_1308	ecotypes	MIL.50.A	Mah	8_28	2008
8_1309	ecotypes	JAM.17.A	Mah	8_28	2008
8_1310	ecotypes	MIL.24.A	Mah	8_28	2008
8_1311	ecotypes	PAR.13.A	Mah	8_28	2008
8_1312	ecotypes	MAH.9.B	Mah	8_28	2008
8_1313	ecotypes	SILLow.8	Mah	8_28	2008
8_1314	ecotypes	MIL.68.B	Mah	8_28	2008
8_1315	ecotypes	SILLow.7	Mah	8_28	2008
8_1316	ecotypes	SILLow.5	Mah	8_28	2008
8_1317	ecotypes	JAM.16.A	Mah	8_28	2008
8_1318	ecotypes	MIL.60.A	Mah	8_28	2008
8_1319	ecotypes	PAR.10.A6	Mah	8_28	2008
8_1320	ecotypes	MIL.21.B2	Mah	8_28	2008
8_1321	ecotypes	JAM.15.A	Mah	8_28	2008
8_1322	ecotypes	JAM.7.B	Mah	8_28	2008
8_1323	ecotypes	MAH.48.A	Mah	8_28	2008
8_1324	ecotypes	SILLow.3	Mah	8_28	2008
8_1325	ecotypes	JAM.26.A	Mah	8_28	2008
8_1326	ecotypes	JAM.1.A	Mah	8_28	2008
8_1327	ecotypes	MIL.70.A	Mah	8_28	2008
8_1328	ecotypes	SILLow.2	Mah	8_28	2008
8_1329	ecotypes	PAR.7.B1	Mah	8_28	2008
8_1330	ecotypes	MAH.13.A	Mah	8_28	2008
8_1331	ecotypes	JAM.19.B	Mah	8_28	2008
8_1332	ecotypes	MIL.20.B	Mah	8_28	2008
8_1333	ecotypes	MAH.16.A	Mah	8_28	2008
8_1334	ecotypes	PAR.21.B2	Mah	8_28	2008
8_1335	ecotypes	SILupper.2	Mah	8_28	2008
8_1336	ecotypes	MIL.53.A	Mah	8_28	2008
8_1337	ecotypes	MIL.32.A1	Mah	8_28	2008
8_1338	ecotypes	MIL.54.A	Mah	8_28	2008
8_1339	ecotypes	MAH.8.A1	Mah	8_28	2008
8_1340	ecotypes	MAH.46.A	Mah	8_28	2008
8_1341	ecotypes	JAM.6.A	Mah	8_28	2008
8_1342	ecotypes	PAR.19.B	Mah	8_28	2008
8_1343	ecotypes	MAH.11.A	Mah	8_28	2008
8_1344	ecotypes	PAR.29.B2	Mah	8_28	2008
8_1345	ecotypes	MAH.13.A	Jam	8_29	2008
8_1346	ecotypes	JAM.17.A	Jam	8_29	2008
8_1347	ecotypes	PAR.22.A2	Jam	8_29	2008
8_1348	ecotypes	MIL.53.A	Jam	8_29	2008
8_1349	ecotypes	JAM.1.A	Jam	8_29	2008
8_1350	ecotypes	JAM.16.A	Jam	8_29	2008
8_1351	ecotypes	SILLow.5	Jam	8_29	2008
8_1352	ecotypes	SILupper.2	Jam	8_29	2008
8_1353	ecotypes	MIL.50.A	Jam	8_29	2008
8_1354	ecotypes	JAM.7.B	Jam	8_29	2008
8_1355	ecotypes	MAH.11.A	Jam	8_29	2008
8_1356	ecotypes	PAR.19.B	Jam	8_29	2008
8_1357	ecotypes	MIL.24.A	Jam	8_29	2008
8_1358	ecotypes	SILLow.6	Jam	8_29	2008
8_1359	ecotypes	MIL.20.B	Jam	8_29	2008
8_1360	ecotypes	JAM.26.A	Jam	8_29	2008
8_1361	ecotypes	SILLow.3	Jam	8_29	2008
8_1362	ecotypes	MAH.37.A	Jam	8_29	2008
8_1363	ecotypes	MIL.60.A	Jam	8_29	2008
8_1364	ecotypes	MIL.32.A1	Jam	8_29	2008
8_1365	ecotypes	JAM.40.A	Jam	8_29	2008
8_1366	ecotypes	MAH.46.A	Jam	8_29	2008
8_1367	ecotypes	MIL.54.A	Jam	8_29	2008
8_1368	ecotypes	JAM.15.A	Jam	8_29	2008
8_1369	ecotypes	SILLow.2	Jam	8_29	2008
8_1370	ecotypes	JAM.22.A	Jam	8_29	2008
8_1371	ecotypes	MAH.9.B	Jam	8_29	2008
8_1372	ecotypes	MAH.5.A	Jam	8_29	2008
8_1373	ecotypes	MIL.68.B	Jam	8_29	2008
8_1374	ecotypes	SILLow.8	Jam	8_29	2008
8_1375	ecotypes	PAR.29.B2	Jam	8_29	2008
8_1376	ecotypes	JAM.19.B	Jam	8_29	2008
8_1377	ecotypes	MAH.48.A	Jam	8_29	2008
8_1378	ecotypes	MAH.16.A	Jam	8_29	2008
8_1379	ecotypes	PAR.8.B1	Jam	8_29	2008
8_1380	ecotypes	PAR.21.B2	Jam	8_29	2008
8_1381	ecotypes	MIL.21.B2	Jam	8_29	2008
8_1382	ecotypes	MIL.70.A	Jam	8_29	2008
8_1383	ecotypes	MAH.38.B	Jam	8_29	2008
8_1384	ecotypes	PAR.10.A6	Jam	8_29	2008
8_1385	ecotypes	SILLow.1	Jam	8_29	2008
8_1386	ecotypes	PAR.17.A1	Jam	8_29	2008
8_1387	ecotypes	MAH.8.A1	Jam	8_29	2008
8_1388	ecotypes	SILLow.7	Jam	8_29	2008
8_1389	ecotypes	PAR.9.A1	Jam	8_29	2008
8_1390	ecotypes	PAR.7.B1	Jam	8_29	2008
8_1391	ecotypes	PAR.13.A	Jam	8_29	2008
8_1392	ecotypes	JAM.6.A	Jam	8_29	2008
8_1393	ecotypes	JAM.15.A	Mil	8_30	2008
8_1394	ecotypes	JAM.26.A	Mil	8_30	2008
8_1395	ecotypes	MAH.38.B	Mil	8_30	2008
8_1396	ecotypes	MAH.48.A	Mil	8_30	2008
8_1397	ecotypes	MIL.70.A	Mil	8_30	2008
8_1398	ecotypes	SILupper.2	Mil	8_30	2008
8_1399	ecotypes	MIL.60.A	Mil	8_30	2008
8_1400	ecotypes	MAH.16.A	Mil	8_30	2008
