HPLC_ID	Plant_ID	Experiment	Line	Type	Weight	Block	Site	Batch	area_Sinigrin	area_2OH1ME	area_1ME	area_6MSOH	area_1MP	area_I3M
1808	9_1309	ecotypes	JAM.17.A	root	1	9_28	Mah	p24	835.14	43.1	0	420.71	0	0
353	9_0271	ecotypes	MIL.50.A	root	13.7	9_6	Sil	p24	1020.77	608.63	39.43	0	0	0
352	8_1071	ecotypes	SILupper.2	root	9.3	8_23	Sil	p24	751.39	0	0	13.96	0	0
1951	8_0908	ecotypes	PAR.10.A6	root	1.6	8_19	Sil	p24	732.52	261.61	0	742.68	0	0
152	8_0773	ecotypes	MAH.9.B	root	6.4	8_17	Jam	p25	1693.79	276.47	0	1318.62	0	138.78
155	8_1382	ecotypes	MIL.70.A	root	23.8	8_29	Jam	p25	1832.47	1414.13	134.57	0	0	0
156	9_1054	ecotypes	PAR.10.A6	root	6.1	9_22	Jam	p25	1528.1	296.79	0	1984.26	0	309.86
194	9_0548	ecotypes	JAM.40.A	root	5	9_12	Mah	p25	1759.7	1008.41	82.57	3411.2	0	0
336	9_0670	ecotypes	MIL.50.A	root	1.4	9_14	Sil	p25	1683.89	79.67	0	572.2	0	18.43
332	8_0206	ecotypes	SILLow.7	root	17.7	8_5	Sil	p25	1678.08	0	5967.31	5826.21	598.15	0
227	9_0393	ecotypes	PAR.13.A	root	11.1	9_9	Mah	p25	1512.35	0	0	9872.41	0	0
272	9_1002	ecotypes	JAM.7.B	root	13.5	9_21	Mah	p25	1645.57	1499.46	1349.97	8423.93	0	0
1872	8_1361	ecotypes	SILLow.3	root	2.4	8_29	Jam	p25	1471.03	27.25	167.25	300.15	0	267.2
1873	8_1370	ecotypes	JAM.22.A	root	2.2	8_29	Jam	p25	1793.12	185.16	0	667.22	0	109.81
1870	8_1012	ecotypes	JAM.22.A	root	3.1	8_22	Jam	p25	1507.36	429.6	0	927.83	0	234.54
1868	8_0606	ecotypes	JAM.17.A	root	1.6	8_13	Jam	p25	2027.22	255.4	0	512.96	0	84.67
235	9_0425	ecotypes	JAM.1.A	root	4	9_9	Mah	p25	1551.58	315.65	146.89	1615.24	0	34.56
1896	9_1370	ecotypes	JAM.22.A	root	1.9	9_29	Jam	p25	2160.27	72.86	0	526.83	0	126.5
1905	9_0264	ecotypes	MAH.8.A1	root	3.2	9_6	Sil	p25	1931.58	0	0	319.16	0	132.97
1902	9_0283	ecotypes	SILLow.3	root	0.7	9_6	Sil	p25	1486.7	0	0	31.99	0	61.87
139	8_0803	ecotypes	MIL.20.B	root	15.4	8_17	Jam	p25	1558.42	1703.06	0	2166.96	0	0
1892	9_0802	ecotypes	PAR.10.A6	root	3.1	9_17	Jam	p25	1379.61	64.81	0	30.33	0	0
1901	9_0334	ecotypes	MAH.48.A	root	4.1	9_7	Jam	p25	1426.52	436.33	0	2268.4	0	0
1858	8_0822	ecotypes	MIL.32.A1	root	0.8	8_18	Mah	p25	1638.34	163.27	0	310.03	0	76.31
123	9_0775	ecotypes	SILLow.5	root	14.6	9_17	Jam	p25	1821.94	0	765.89	3089.67	0	0
1918	9_1206	ecotypes	MIL.32.A1	root	3.6	9_26	Sil	p25	1568.59	187.8	0	806.62	0	249.35
1813	9_1307	ecotypes	JAM.22.A	root	5	9_28	Mah	p25	1523.68	0	0	837.24	0	62.3
223	8_0991	ecotypes	MAH.38.B	root	6.7	8_21	Mah	p25	2049.83	212.48	148.64	4579.7	0	0
1941	8_1232	ecotypes	JAM.17.A	root	2.6	8_26	Sil	p25	1858	251.1	0	1325.5	0	57.35
1855	8_0845	ecotypes	SILLow.3	root	1	8_18	Mah	p25	2002.93	0	0	273.97	0	53.2
1860	8_0574	ecotypes	MAH.48.A	root	4.5	8_12	Mah	p25	1738.81	106.6	0	3579.04	0	0
220	8_1298	ecotypes	PAR.9.A1	root	7.8	8_28	Mah	p25	2208.41	49.9	132.82	0	0	0
286	8_1003	ecotypes	PAR.29.B2	root	12.6	8_21	Mah	p25	1679.73	303.79	0	14549.19	0	0
201	8_0096	ecotypes	PAR.9.A1	root	9.5	8_2	Mah	p25	1771.71	0	0	4592.68	0	0
144	8_0174	ecotypes	MAH.37.A	root	5	8_4	Jam	p25	1606.24	143.37	0	1489.23	0	83.52
145	8_0310	ecotypes	SILLow.5	root	14.3	8_7	Jam	p25	1464.63	0	672.25	2423.04	70.03	0
143	9_0305	ecotypes	MIL.21.B2	root	13	9_7	Jam	p25	1677.33	516.28	0	3969.72	0	279.16
350	9_1225	ecotypes	MIL.54.A	root	4.6	9_26	Sil	p25	1602.25	0	0	1142.45	0	156.19
304	8_0074	ecotypes	JAM.15.A	root	5.6	8_2	Mah	p25	1826.09	1526.9	316.23	3408.9	0	84.06
1933	8_0242	ecotypes	JAM.22.A	root	3.6	8_6	Sil	p25	2092.89	228.18	0	3458.38	0	0
1932	8_0283	ecotypes	SILLow.3	root	2.3	8_6	Sil	p25	1696.93	0	0	493.96	0	286.29
1863	8_0552	ecotypes	MAH.8.A1	root	5.7	8_12	Mah	p25	1954.38	0	37.55	1623.28	0	173.74
1862	8_0557	ecotypes	SILLow.3	root	4	8_12	Mah	p25	2191.09	0	546.17	928.37	0	0
1864	8_0537	ecotypes	PAR.10.A6	root	0.9	8_12	Mah	p25	1639.74	0	0	229	0	55.67
229	9_0848	ecotypes	JAM.1.A	root	10.7	9_18	Mah	p25	1869.58	620.32	310.78	5111.98	0	0
1866	8_0580	ecotypes	MIL.32.A1	root	4.5	8_13	Jam	p25	2006.43	653.69	0	728.73	0	230.2
102	8_0958	ecotypes	MIL.60.A	root	6.4	8_20	Mil	p25	1932.31	149.44	0	1158.27	0	0
129	8_0326	ecotypes	MIL.60.A	root	14.9	8_7	Jam	p25	1821.04	207.32	22.99	2806.46	0	0
92	8_0107	ecotypes	JAM.15.A	root	8.5	8_3	Mil	p25	1785.93	1309.42	0	3504.94	0	0
1883	8_0307	ecotypes	SILLow.3	root	5.5	8_7	Jam	p25	1771.32	0	94.69	1147.64	15.85	0
94	8_0106	ecotypes	JAM.17.A	root	5.2	8_3	Mil	p25	1577.32	302.94	0	1189.74	0	33.23
125	9_1043	ecotypes	MIL.32.A1	root	16.5	9_22	Jam	p25	1591.81	685.5	0	4905.85	0	0
1916	9_1232	ecotypes	JAM.17.A	root	2.7	9_26	Sil	p25	1892.17	172.05	23.19	1083.63	0	190.79
98	8_0358	ecotypes	SILLow.2	root	3.7	8_8	Mil	p25	1834.67	49.01	425.9	1409.53	35.75	0
1825	9_0982	ecotypes	MAH.8.A1	root	4.5	9_21	Mah	p25	1866.4	0	0	1203.31	0	272.53
1840	8_1006	ecotypes	SILLow.3	root	3.6	8_21	Mah	p25	1892.16	0	211.4	688.02	0	308.18
260	9_0398	ecotypes	SILupper.2	root	5.2	9_9	Mah	p25	1690.06	88.18	72.54	3197.98	0	0
351	8_1214	ecotypes	JAM.40.A	root	16.8	8_26	Sil	p25	1628.16	711.91	0	9738.18	0	0
1943	8_1224	ecotypes	JAM.22.A	root	2.5	8_26	Sil	p25	1630.33	282.15	0	1549.48	0	79.01
1950	8_0911	ecotypes	JAM.22.A	root	1.9	8_19	Sil	p25	1603.34	0	0	965.28	0	236.72
NA	8_0617	ecotypes	MAH.8.A1	root	2.1	8_13	Jam	p26	1381.92	58.22	0	124.35	0	113.07
NA	8_0647	ecotypes	JAM.26.A	root	4	8_14	Sil	p26	1308.95	76	0	1620.05	0	98.33
NA	8_0560	ecotypes	MIL.70.A	root	3.7	8_12	Mah	p26	1247.56	45.48	0	180.84	0	0
NA	8_0961	ecotypes	SILupper.2	root	6.9	8_21	Mah	p26	1577.98	46.2	88.43	2205.11	0	219.67
NA	8_1322	ecotypes	JAM.7.B	root	5	8_28	Mah	p26	1381.77	981.32	385.09	2747.84	0	295.96
NA	9_0272	ecotypes	MAH.11.A	root	10.2	9_6	Sil	p26	1999.64	457.08	74.47	0	0	0
NA	8_0849	ecotypes	PAR.10.A6	root	2.5	8_18	Mah	p26	1459.72	95.39	0	606.98	0	145.08
NA	9_1067	ecotypes	SILLow.3	root	7.3	9_23	Sil	p26	1483.04	61.93	0	394.72	0	112.11
NA	8_0274	ecotypes	PAR.13.A	root	1.1	8_6	Sil	p26	2135.59	0	0	744.99	0	11.72
NA	9_0195	ecotypes	SILupper.2	root	2.4	9_5	Sil	p26	1472.23	74.07	0	671.54	0	27.47
NA	8_0392	ecotypes	JAM.7.B	root	8.7	8_9	Mah	p26	1398.72	1139.42	184.12	2607.56	0	187.56
NA	9_1081	ecotypes	PAR.10.A6	root	3.1	9_23	Sil	p26	1273.49	958.02	79.09	776.74	0	260.07
NA	8_1048	ecotypes	SILLow.2	root	7.7	8_22	Jam	p26	1356.41	58.59	1514.32	2195.44	223.31	0
NA	8_1140	ecotypes	SILLow.8	root	3.1	8_24	Mil	p26	1267.6	54.76	136.83	463.44	0	131.4
NA	9_0908	ecotypes	PAR.10.A6	root	1.6	9_19	Sil	p26	1324.32	117.84	0	525.33	0	214.33
NA	9_0229	ecotypes	SILLow.3	root	1.7	9_5	Sil	p26	1348.46	0	27.14	42.17	0	52.32
NA	9_1364	ecotypes	MIL.32.A1	root	1.7	9_29	Jam	p26	1423.57	134.44	25.45	355.02	0	207.68
NA	8_0370	ecotypes	MIL.32.A1	root	5	8_8	Mil	p26	1266.71	378.52	0	834.64	0	53.57
NA	8_0926	ecotypes	PAR.29.B2	root	8.6	8_20	Mil	p26	1252.05	38.15	0	1894.02	0	24.64
NA	9_0330	ecotypes	MAH.8.A1	root	3.7	9_7	Jam	p26	1524.48	0	0	1953.97	0	105.66
NA	9_1014	ecotypes	JAM.17.A	root	4.6	9_22	Jam	p26	1547.43	326.37	0	1092.73	0	231.24
NA	8_0820	ecotypes	JAM.17.A	root	1.9	8_18	Mah	p26	1813.87	212.26	0	149.98	0	31.19
NA	9_0553	ecotypes	JAM.22.A	root	1.8	9_12	Mah	p26	1653.06	0	0	501.91	0	71.77
NA	9_0399	ecotypes	JAM.17.A	root	2.9	9_9	Mah	p26	1570.58	0	0	104.55	0	66.44
NA	9_1324	ecotypes	SILLow.3	root	2.4	9_28	Mah	p26	1187.78	51.97	76.92	121.39	0	107.68
NA	8_1213	ecotypes	PAR.10.A6	root	2.3	8_26	Sil	p26	1225.45	70.16	0	929.76	0	463.4
NA	8_1104	ecotypes	PAR.9.A1	root	1.1	8_23	Sil	p26	1377.88	0	0	847.71	0	191.13
NA	9_1226	ecotypes	MAH.8.A1	root	9.5	9_26	Sil	p26	1588.36	78.46	0	3033.47	0	0
NA	8_1061	ecotypes	MIL.54.A	root	3.4	8_23	Sil	p26	1656.75	734.69	0	2114	0	88.29
NA	9_0669	ecotypes	PAR.19.B	root	3.5	9_14	Sil	p26	1434.84	59.46	0	3779.22	0	0
NA	8_1069	ecotypes	JAM.40.A	root	13.6	8_23	Sil	p26	1488.1	755.29	0	6756.34	0	0
NA	9_0199	ecotypes	MIL.54.A	root	13.4	9_5	Sil	p26	1350.09	1341.71	396.65	4718.73	0	0
NA	9_0083	ecotypes	MAH.11.A	root	6.6	9_2	Mah	p26	1413.68	102.45	0	1341.09	0	73.83
NA	9_0058	ecotypes	PAR.8.B1	root	8.4	9_2	Mah	p26	1356.11	64.68	0	2397.9	0	33.36
NA	9_1299	ecotypes	MAH.38.B	root	12.3	9_28	Mah	p26	1481.65	76.83	0	8524.2	0	0
NA	8_1076	ecotypes	MAH.5.A	root	11.9	8_23	Sil	p26	1441.1	704.5	0	10922.49	0	0
NA	8_0864	ecotypes	SILupper.2	root	5.6	8_18	Mah	p26	1282.62	58.15	1440.82	2544.34	103.46	0
NA	8_0545	ecotypes	SILLow.7	root	6.7	8_12	Mah	p26	1401.82	0	384.45	1912.74	0	398.04
NA	8_0573	ecotypes	PAR.9.A1	root	2.6	8_12	Mah	p26	1590.84	188.34	92.71	2252.99	0	0
NA	8_1077	ecotypes	JAM.22.A	root	0.9	8_23	Sil	p26	1673.68	96.09	0	240.23	0	64.19
NA	9_0280	ecotypes	JAM.16.A	root	12.4	9_6	Sil	p26	1671.27	235.2	59.88	1905.78	0	72.66
NA	9_1335	ecotypes	SILupper.2	root	5.9	9_28	Mah	p26	1454.78	150	410.01	2542.36	34.42	0
NA	9_0635	ecotypes	JAM.17.A	root	1.7	9_14	Sil	p26	1395.06	116.79	0	683.14	0	94.46
NA	8_1335	ecotypes	SILupper.2	root	4.9	8_28	Mah	p26	1395.44	46.06	1338.7	754.95	91.91	0
NA	8_0612	ecotypes	MIL.68.B	root	18.2	8_13	Jam	p26	1299.02	1208.14	0	3707.17	0	0
NA	9_0590	ecotypes	SILupper.2	root	7.3	9_13	Jam	p26	1395.47	61.49	444.84	2709.41	39.9	0
NA	8_0205	ecotypes	JAM.22.A	root	4.5	8_5	Sil	p26	1300.15	54.6	0	216.59	0	0
NA	8_0209	ecotypes	MAH.48.A	root	1.3	8_5	Sil	p26	1862.68	66.95	0	709.11	0	0
NA	8_1137	ecotypes	JAM.1.A	root	4.6	8_24	Mil	p26	1410.85	102.58	0	1079.41	0	28.17
NA	8_0086	ecotypes	PAR.10.A6	root	1.1	8_2	Mah	p26	2014.3	549.9	0	0	0	0
NA	9_0983	ecotypes	JAM.22.A	root	3.7	9_21	Mah	p26	1314.84	0	0	0	0	33.54
NA	9_0574	ecotypes	MAH.48.A	root	1.2	9_12	Mah	p26	1364.46	70.76	0	442.14	0	80.39
NA	9_0562	ecotypes	JAM.17.A	root	1.4	9_12	Mah	p26	1335.58	75.77	0	343.73	0	33.57
NA	9_0537	ecotypes	PAR.10.A6	root	0.9	9_12	Mah	p26	1444.78	39.41	0	59.75	0	0
NA	8_1384	ecotypes	PAR.10.A6	root	1.8	8_29	Jam	p26	1499.7	82.2	0	218.6	0	77.59
NA	9_0292	ecotypes	MAH.16.A	root	20.6	9_7	Jam	p26	2174.87	0	444.28	21398.99	0	0
NA	9_0549	ecotypes	SILLow.8	root	6.5	9_12	Mah	p26	1607.19	58.83	0	1924.9	0	433.96
349	SIL_E3	endogenous	ENDOG	root	9.5	NA	SIL	p23	1338	1408.1	85.12	6292.04	0	0
45	PAR_E2	endogenous	ENDOG	root	13.5	NA	PAR	p23	1180.38	3072.72	0	9933.52	0	0
38	PAR_E3	endogenous	ENDOG	root	24.5	NA	PAR	p24	785.13	1657.67	0	0	0	0
333	SIL_E2	endogenous	ENDOG	root	11.7	NA	SIL	p24	775.76	356.85	47.52	0	0	0
41	PAR_E1	endogenous	ENDOG	root	61.5	NA	PAR	p25	1417.31	587.22	0	10561.13	0	0
NA	SIL_E5	endogenous	ENDOG	root	2	NA	SIL	p26	1652.65	149.39	39.96	578.81	0	27.4
