OTU_ID	Copynumber
OTU_3650	1.00027437344394
OTU_613	1.00027437344394
OTU_583	2.99318639007645
OTU_2189	2.85361020301188
OTU_764	2.83530493193168
OTU_239	2.52615161614634
OTU_4280	2.89905962433385
OTU_594	2.34304321621032
OTU_1241	2.68416441852358
OTU_956	2.02480443441827
OTU_82	2.03775150554443
OTU_3737	2.09858497185314
OTU_151	2.04164520683525
OTU_3357	2.22404141503707
OTU_249	2.26353816647791
OTU_278	2.26531641222462
OTU_4093	2.4362224612374
OTU_4978	2.70152529351288
OTU_4415	3.31001690861181
OTU_585	3.65890928304786
OTU_968	4.71769625164088
OTU_318	4.8171613681809
OTU_572	4.86325979613766
OTU_1424	6.8860553567939
OTU_405	6.0656368558061
OTU_978	6.05724356015717
OTU_3603	5.33682012676183
OTU_4959	6.63876079584662
OTU_2887	6.40854286011414
OTU_2239	6.3575999545354
OTU_3616	6.20203004007444
OTU_402	3.24770740455793
OTU_18	3.27539928068386
OTU_429	3.28270638796341
OTU_62	3.44273310530858
OTU_49	4.05178499497937
OTU_2635	4.15874403128812
OTU_1250	4.16612786852513
OTU_35	4.32313174450982
OTU_2800	4.97277731442045
OTU_4182	3.6373287348314
OTU_836	5.99969314028432
OTU_113	5.60161173762114
OTU_584	4.85678133261246
OTU_794	5.99951173449171
OTU_4709	5.99951173449171
OTU_1775	5.99951173449171
OTU_774	4.50230169618781
OTU_835	3.69570409400976
OTU_3244	3.57586049871784
OTU_3133	3.29548326401613
OTU_2412	3.39962244739847
OTU_4489	3.2270715403049
OTU_37	3.219939185558
OTU_1014	3.20633309805533
OTU_630	3.17977236410318
OTU_773	3.15285237016945
OTU_555	3.14236598469065
OTU_1588	3.10005939288649
OTU_1307	3.03380064405453
OTU_847	2.9360493271817
OTU_4312	2.68738005167879
OTU_2540	2.00043202426518
OTU_556	2.00043202426518
OTU_4829	2.00043202426518
OTU_1629	2.061385228267
OTU_3272	2.55799010765872
OTU_363	3.96692265851904
OTU_2795	3.93119777051587
OTU_63	3.99992727713347
OTU_187	3.99992727713347
OTU_490	3.99992727713347
OTU_3229	3.99992727713347
OTU_2497	3.99992727713347
OTU_3924	3.23280153831136
OTU_1617	3.23280153831136
OTU_2643	3.10352253146162
OTU_3529	3.09944648629645
OTU_3771	3.0201429227569
OTU_149	3.0062055128445
OTU_4987	3.00027029418098
OTU_548	2.9847718885972
OTU_44	2.98073584772689
OTU_525	2.97478370555429
OTU_807	2.95450779335779
OTU_2245	2.94668783589497
OTU_2136	2.87528935146816
OTU_1117	2.78055622862005
OTU_650	2.7529598545308
OTU_3302	2.75240714352655
OTU_1783	2.64872400489881
OTU_4910	2.76294392371477
OTU_2382	2.76435225415803
OTU_3961	2.79222846215579
OTU_4954	2.12692474716022
OTU_4523	2.18437808659212
OTU_1539	2.35115720939166
OTU_3224	2.35709753256877
OTU_3441	2.3850747080933
OTU_4816	2.38793481012619
OTU_904	2.39096718639872
OTU_4144	2.39958135117106
OTU_4300	2.43876509364564
OTU_3558	2.54599168955653
OTU_3008	2.96292272832646
OTU_4514	2.95106655036174
OTU_4583	2.94579733959848
OTU_2821	2.93660960360485
OTU_3141	2.93519413776403
OTU_3120	2.93284301892175
OTU_1700	2.92150044593713
OTU_2393	2.91008997753
OTU_1100	2.90744527488041
OTU_4391	2.87797914303918
OTU_3981	2.84218758768354
OTU_3907	2.84167168989022
OTU_2101	2.82299426291971
OTU_4945	2.78653997712242
OTU_3257	2.78571003429352
OTU_4479	2.78096487395997
OTU_3033	2.77814324687742
OTU_2563	2.75503376377765
OTU_3212	2.72236206420331
OTU_2187	2.71163606907089
OTU_2455	2.69788159732103
OTU_4187	2.6946090083236
OTU_1157	2.69010920493424
OTU_4556	2.68817673749016
OTU_2454	2.68282162957207
OTU_4791	2.66567083099148
OTU_1777	2.66152721002593
OTU_4474	2.65377764946589
OTU_3099	2.65342537815919
OTU_4984	2.6528993830979
OTU_2431	2.65198893992981
OTU_1371	2.64973730103092
OTU_4986	2.6479164183988
OTU_4861	2.64641414050029
OTU_4427	2.63653022640188
OTU_3782	2.63438085289961
OTU_3458	2.60859463073403
OTU_3668	2.60304605975442
OTU_1662	2.595668127549
OTU_3701	2.59300347112739
OTU_4411	2.57532154736221
OTU_2755	2.56239700732906
OTU_4362	2.54632227526201
OTU_1114	2.54509281250557
OTU_1416	1.34584471131949
OTU_3706	1.47008421094704
OTU_4360	1.54619549815256
OTU_3677	1.5788484178942
OTU_1903	1.61426023798675
OTU_3286	1.62473311363935
OTU_2513	1.64942338505514
OTU_728	1.65741454835163
OTU_4354	1.67853556436145
OTU_4713	1.68899468431727
OTU_272	1.73802009466601
OTU_39	1.74317687523269
OTU_938	1.76035476991449
OTU_4235	1.77134733793216
OTU_4626	1.77143573220019
OTU_2353	1.77589142718638
OTU_206	1.7816308043307
OTU_3278	1.78669465365799
OTU_795	1.82367687119542
OTU_2358	1.83497480765284
OTU_479	1.84717130690182
OTU_234	1.84855795607034
OTU_3753	1.84924414856668
OTU_3731	1.85005814459946
OTU_116	1.85102792523629
OTU_3925	1.85374907770725
OTU_821	1.87395657093621
OTU_2507	1.88995091369232
OTU_3562	1.91552955155635
OTU_4993	1.93366044305158
OTU_2040	1.98680680859031
OTU_322	2.00839629439004
OTU_3299	2.02756822986287
OTU_786	2.05430660142277
OTU_170	2.09682307832646
OTU_1660	2.12409120478447
OTU_3726	2.14699577801503
OTU_3884	2.17608854144972
OTU_1971	2.20570543975077
OTU_1572	2.26031140782262
OTU_3506	2.26290327280114
OTU_4217	2.36246079725025
OTU_4447	2.03158404867666
OTU_4164	2.06101705681734
OTU_4770	2.08829919936027
OTU_3358	2.09997504948883
OTU_4413	2.10249025894835
OTU_3452	2.10256852736426
OTU_2528	2.10433199224088
OTU_2388	2.10989310378921
OTU_2650	2.06115242876336
OTU_2293	2.06207825135813
OTU_1021	2.10952003123979
OTU_4281	2.10967642238775
OTU_592	2.109736261296
OTU_923	2.11442536228815
OTU_182	2.12420381258657
OTU_4518	2.13366518166522
OTU_798	2.13655049027891
OTU_3523	2.13790459197426
OTU_4353	2.14028962874804
OTU_4571	2.14341829393574
OTU_1981	2.14501551495764
OTU_4107	2.14816668306618
OTU_3672	2.14833134110162
OTU_3702	2.1558260592883
OTU_1522	2.15639725388155
OTU_3320	2.15655796649185
OTU_4953	2.15715644454209
OTU_2945	2.15867766334271
OTU_3290	2.15872190168887
OTU_4860	2.15977019023219
OTU_3751	2.16003846846481
OTU_726	2.16071552287119
OTU_2699	2.16511449395415
OTU_942	2.16602210899322
OTU_1015	2.16613045361754
OTU_2949	2.16641994414486
OTU_4652	2.1676757898079
OTU_4803	2.16821757402075
OTU_3734	2.16924930743686
OTU_3933	2.16989937850428
OTU_4955	2.1710642065548
OTU_2608	2.17187314800605
OTU_3598	2.17247693209556
OTU_3210	2.17424548136501
OTU_1646	2.17426280956304
OTU_1269	2.18016775629782
OTU_1450	2.18120097013804
OTU_2600	2.18849663771239
OTU_2345	2.2243041584133
OTU_3019	2.23898004855394
OTU_3177	1.00005222315027
OTU_2558	1.00005222315027
OTU_3346	1.07506876184808
OTU_4697	1.0829347259834
OTU_2366	1.10418633245112
OTU_3010	1.10637212431991
OTU_996	1.11261118455808
OTU_165	1.12393176291159
OTU_4728	1.12664581628616
OTU_202	1.1456183047051
OTU_4210	1.14763743189037
OTU_895	1.15201791130606
OTU_618	1.15587105887534
OTU_346	1.17737634614359
OTU_4184	1.19146980787867
OTU_173	1.20482151764407
OTU_148	1.21178216786433
OTU_4361	1.22910410417589
OTU_1094	1.25420403560491
OTU_597	1.26100176302062
OTU_2312	1.26282352352168
OTU_823	1.26552059318164
OTU_2137	1.28642810947511
OTU_4865	1.29151119639064
OTU_2453	1.31413968648874
OTU_1590	1.31788713178768
OTU_4839	1.31977085989611
OTU_2118	1.32765169858135
OTU_2153	1.00002026983508
OTU_2148	1.03354878981031
OTU_418	1.03585158672586
OTU_442	1.03644095612207
OTU_1072	1.04178056165714
OTU_3354	1.04375681467609
OTU_1277	1.06323213522218
OTU_3412	1.06659020686994
OTU_1635	1.07338458047894
OTU_704	1.07399902030632
OTU_1078	1.07871983952748
OTU_1496	1.0832944441018
OTU_1831	1.0918778689405
OTU_717	1.09913579259887
OTU_3199	1.10274324753587
OTU_2208	1.10625362342241
OTU_2828	1.11948640338208
OTU_4810	1.12171028369682
OTU_1983	1.12671496167484
OTU_514	1.13145917266189
OTU_4115	1.13618946458163
OTU_3393	1.14100333534533
OTU_1711	1.14289599018828
OTU_3863	1.14378498684029
OTU_312	1.1535300738379
OTU_2154	1.15794502799902
OTU_2722	1.16007854392449
OTU_2272	1.19064732889339
OTU_1693	1.1932991238676
OTU_998	1.20520169851771
OTU_3438	1.21282718865716
OTU_3034	1.21488857997113
OTU_2504	1.21630508027598
OTU_4835	1.22201083460936
OTU_2698	1.2348204684789
OTU_4156	1.25771337112949
OTU_4856	1.26265805534982
OTU_504	1.32198831219487
OTU_2579	1.35730934207175
OTU_2964	1.36753894376066
OTU_1195	1.36881181639144
OTU_1534	1.37236877312062
OTU_3296	1.476549633408
OTU_3948	1.49480558113311
OTU_1934	1.52201935234156
OTU_2788	1.551716907508
OTU_1955	1.58536037999013
OTU_2484	1.59344528245151
OTU_3152	1.61634692483537
OTU_3665	1.65837229123245
OTU_3287	1.66664327403984
OTU_4367	1.66794305830564
OTU_3461	1.69403658710529
OTU_4704	1.72557904382723
OTU_4590	1.76823000985943
OTU_3736	1.76920793957611
OTU_3627	1.78764816231337
OTU_3159	1.82666339171018
OTU_3772	1.83600675219352
OTU_3361	1.83723236810546
OTU_4537	1.8997202118019
OTU_4473	1.91525805632771
OTU_2027	1.92354340697361
OTU_3869	1.92462630796878
OTU_3831	1.95398627505461
OTU_4712	1.95599433015132
OTU_2569	1.97632201542404
OTU_3001	2.01407407235188
OTU_1974	2.01415071906436
OTU_2112	2.01532666490957
OTU_3674	2.01876399254583
OTU_1486	2.01987466574969
OTU_4799	2.02967201625531
OTU_1034	2.03208222116531
OTU_4155	2.03251152020678
OTU_3182	2.04088904577499
OTU_4859	2.04788955994541
OTU_4830	2.06070761754084
OTU_692	2.09881699961911
OTU_3872	2.14491708875916
OTU_4635	2.17165408345144
OTU_1525	2.18067320409998
OTU_2113	2.18940327489318
OTU_2034	2.19250659705441
OTU_2386	2.19609221462811
OTU_4303	2.20615157239718
OTU_4779	2.23259456893558
OTU_3144	2.24013846989432
OTU_2134	2.25426226093868
OTU_2743	2.25999495367154
OTU_1994	2.29005563350656
OTU_2238	2.31716838085049
OTU_1947	2.31842619344221
OTU_4584	2.36158134339085
OTU_1285	2.53148851701689
OTU_647	2.00000112747826
OTU_596	2.00000121588395
OTU_1566	2.00000142582437
OTU_3595	2.00075194165941
OTU_3642	2.00170250553275
OTU_1367	2.00182218864367
OTU_1369	2.00191783364337
OTU_1596	2.00195640909711
OTU_1969	2.00272929099947
OTU_1765	2.00303263980603
OTU_2005	2.00331588119741
OTU_4563	2.00342189936268
OTU_2971	2.00374453188785
OTU_4823	2.00377431443086
OTU_787	2.00400703175799
OTU_2307	2.00415577472339
OTU_3381	2.00418719063064
OTU_2155	2.00491084313537
OTU_2065	2.00568889769183
OTU_2184	2.00602077325485
OTU_4267	2.00623446940412
OTU_4137	2.00627793412827
OTU_829	2.00640507620239
OTU_3421	2.00651143827601
OTU_2530	2.00674588716964
OTU_524	2.00677459289473
OTU_944	2.00689824518095
OTU_2125	2.00695692624615
OTU_4075	2.0069641906887
OTU_3101	2.00700183762998
OTU_1113	2.00719860190472
OTU_1005	2.00734366388842
OTU_3248	2.00735725798815
OTU_2235	2.0073828729472
OTU_454	2.00744427802303
OTU_1418	2.00745817795267
OTU_3842	2.00758808652494
OTU_4259	2.00767527791276
OTU_1887	2.00793480245462
OTU_4458	2.00807879202948
OTU_3690	2.00826124141991
OTU_3375	2.008357516317
OTU_1618	2.0084083670541
OTU_1435	2.00848390183284
OTU_2491	2.00868238103982
OTU_1057	2.00874460019241
OTU_3607	2.00880676864056
OTU_3954	2.00881626904852
OTU_2171	2.00904752336229
OTU_361	2.00910571000913
OTU_2203	2.0091854728965
OTU_808	2.00942840726764
OTU_1247	2.00952887640359
OTU_1160	2.0095724579684
OTU_1029	2.0096418510972
OTU_581	2.00967943631135
OTU_2880	2.00970368465559
OTU_2304	2.0097418961597
OTU_4935	2.00990026996171
OTU_3744	2.00997393228375
OTU_2308	2.00999311327077
OTU_465	2.00999990020981
OTU_2691	2.01053674194099
OTU_1836	2.010560256574
OTU_1357	2.0108914046386
OTU_933	2.01101664599783
OTU_506	2.01111549098854
OTU_268	2.0112028461136
OTU_1056	2.01127154601457
OTU_4159	2.01155312999218
OTU_4878	2.01177700510703
OTU_3311	2.01192042671205
OTU_3464	2.01199254304984
OTU_3046	2.01242919241513
OTU_1286	2.01337159347555
OTU_227	2.01381518313574
OTU_2951	2.01438994697497
OTU_2886	2.01440982060863
OTU_1019	2.01478293110311
OTU_1408	2.01482443819513
OTU_2202	2.01494682186839
OTU_4105	2.01557007758618
OTU_1513	2.0160179580842
OTU_3848	2.01617974451519
OTU_1377	2.0166817945861
OTU_4985	2.0169212918779
OTU_1451	2.01730043279322
OTU_2021	2.01749985754774
OTU_2227	2.02834275061963
OTU_2398	2.02951430165953
OTU_4972	2.03025595323689
OTU_1290	2.03470199072596
OTU_3266	1.83264385536443
OTU_1666	2.28117550041748
OTU_3368	2.51107832320765
OTU_3561	2.58013389609405
OTU_4007	2.68321663131677
OTU_1729	1.97935169529316
OTU_3654	2.00129456892399
OTU_3014	2.02542757684365
OTU_4751	2.03293281111739
OTU_1821	2.24318219555644
OTU_2167	1.91988085277552
OTU_991	1.97723545787906
OTU_1059	2.0421873624803
OTU_3157	2.49842810831716
OTU_4423	2.0244369339888
OTU_2861	2.07991370488272
OTU_3253	2.15980309244085
OTU_3628	2.3312324572258
OTU_4786	2.3840114163463
OTU_3517	2.43790438798427
OTU_3847	2.45670427108227
OTU_3532	5.41685194812503
OTU_4213	5.1780610244434
OTU_3528	5.31810850286253
OTU_4365	6.55289203244692
OTU_2676	6.55336810826788
OTU_4089	4.00005948333523
OTU_3534	5.22751446346061
OTU_758	13.5922584751833
OTU_4000	11.528023673307
OTU_4580	10.7344376597972
OTU_3604	7.1721430477114
OTU_4252	7.36517403214793
OTU_2946	7.36645687917874
OTU_3555	7.63860596219843
OTU_1345	7.64836794430051
OTU_4689	7.74828757220249
OTU_3333	8.3187529567424
OTU_4094	8.65754902061832
OTU_3749	9.11193079665868
OTU_4932	9.45204637936478
OTU_4103	9.38236648119044
OTU_1275	9.88420031435916
OTU_195	9.88420031435916
OTU_1302	9.57402309178667
OTU_2384	9.43364565575035
OTU_2135	9.3426847710707
OTU_1582	9.19132556334031
OTU_1417	9.04339071982197
OTU_4151	8.8334145690644
OTU_2068	8.79640993891706
OTU_1492	8.7899573530258
OTU_4240	8.57440273086704
OTU_4448	8.53454917182194
OTU_460	8.4241492685507
OTU_3366	8.24214186787881
OTU_2400	8.17073139356045
OTU_4596	10.5945144529081
OTU_2915	9.62371031706373
OTU_2258	9.31748386557375
OTU_3624	9.41724796113747
OTU_2338	5.93923374239333
OTU_1702	5.84277751625927
OTU_4350	5.83531403605742
OTU_4679	5.81480874200004
OTU_2079	5.78550332099724
OTU_783	5.77664469393867
OTU_3989	5.74227024303108
OTU_1234	5.73369330087662
OTU_4037	4.82850530132679
OTU_4754	2.22206676007656
OTU_2119	2.22821507047499
OTU_2975	2.38760236565093
OTU_2099	2.63648646889909
OTU_2460	2.64275336789582
OTU_2525	2.7855079711976
OTU_4851	2.79573758137411
OTU_3866	2.81875951905479
OTU_4752	2.86564979312524
OTU_4783	2.87934569279407
OTU_1945	2.88584739640798
OTU_3536	2.89495114085134
OTU_3833	2.92445062842469
OTU_4342	2.9887112124687
OTU_4796	2.98983869702649
OTU_4245	3.00192284771587
OTU_3774	3.06523325674293
OTU_4168	3.06526263497946
OTU_4456	3.06795421503649
OTU_4035	3.11641239045218
OTU_1897	3.12428550655079
OTU_2774	3.13441062213302
OTU_1112	3.16920012844001
OTU_1672	3.18091505846389
OTU_1347	3.18508536514212
OTU_3149	3.19386769248987
OTU_3681	3.19562803027372
OTU_3446	3.20323467282814
OTU_905	3.22625328709399
OTU_4324	3.2455419578656
OTU_2051	3.25629963721518
OTU_4022	3.25658590759099
OTU_4255	2.87256611011043
OTU_3639	3.40536532442848
OTU_4134	1.14322753355833
OTU_1936	2.538507669159
OTU_3164	2.54551018707103
OTU_4420	2.81823018269118
OTU_4225	3.20053295610415
OTU_4265	3.36473856582059
OTU_3602	8.65921301122261
OTU_4586	12.2413783170525
OTU_1398	14.9993590584035
OTU_194	9.69299501177396
OTU_2797	11.1971560413524
OTU_1703	11.109964149519
OTU_3089	10.7695968838663
OTU_4096	10.5341605924901
OTU_1883	10.4903089125993
OTU_1851	10.0441279729023
OTU_3632	9.97339476038608
OTU_1668	9.86393211075808
OTU_2993	9.75040040743482
OTU_4980	9.60665616950663
OTU_3054	9.5841847637498
OTU_2849	9.55366159824127
OTU_4426	9.39736228757304
OTU_889	9.37598503875782
OTU_2150	9.20866096240843
OTU_881	9.18603740833034
OTU_3430	9.1842635032374
OTU_440	9.15967027758201
OTU_649	9.04602922159206
OTU_4099	9.60684815054248
OTU_4911	9.46601112533363
OTU_2825	8.67094929917485
OTU_269	8.5175771706452
OTU_2394	8.90505154172246
OTU_1103	5.00054490510096
OTU_4063	8.95396853256878
OTU_511	10.5621791214099
OTU_208	10.5870857810679
OTU_4283	10.6021121686844
OTU_1434	10.6784107707659
OTU_4292	13.9950867503951
OTU_2430	7.37380902880128
OTU_4570	7.6893533817869
OTU_4724	7.72459472935838
OTU_2556	7.95487823465662
OTU_1909	8.9294298369399
OTU_153	8.87176341380778
OTU_1158	4.01957431169968
OTU_2856	5.99954862036358
OTU_3779	5.99996743117
OTU_3942	5.99996743117
OTU_4282	5.6714828338003
OTU_4613	5.74547496454148
OTU_2108	6.76120760884977
OTU_897	6.5524279849761
OTU_4916	6.53595327336939
OTU_286	6.52719135025016
OTU_1533	6.51877483887511
OTU_3601	6.47898922924628
OTU_4452	6.37851194622289
OTU_3761	4.16242813368059
OTU_1803	5.63890706755541
OTU_1393	5.00008150182135
OTU_4494	6.0242313420609
OTU_2046	6.30222487244006
OTU_2519	5.83633051882755
OTU_1833	5.17623268208908
OTU_1731	5.24837391827787
OTU_3958	7.24494071389188
OTU_2747	7.7729997733874
OTU_3107	8.22399469434552
OTU_4504	9.62814786744909
OTU_273	9.3745832536935
OTU_92	8.97335938930273
OTU_3564	9.39552403959185
OTU_2572	10.2306972039334
OTU_1893	9.29409662611016
OTU_403	8.90274607055447
OTU_396	8.49157218522706
OTU_3880	8.48761716351306
OTU_3236	8.14263102846847
OTU_1407	8.11868512155432
OTU_1126	7.90662205383493
OTU_3524	7.55827279907998
OTU_2580	7.363339739213
OTU_3309	7.01817696972984
OTU_94	6.91783942363185
OTU_1553	6.88305148291701
OTU_2025	6.73532574310198
OTU_1102	6.69107040844118
OTU_2128	6.40074415368063
OTU_2876	5.98336545379517
OTU_3840	5.86064761779274
OTU_2855	5.67995200021218
OTU_4757	2.05137392082826
OTU_4644	6.57277708117978
OTU_3163	6.36547329450999
OTU_697	6.36203881314696
OTU_1591	6.0411234436671
OTU_2888	5.97436862287762
OTU_4181	5.63685182769341
OTU_3871	5.60632432593519
OTU_4505	5.30637602244974
OTU_2264	5.27912833080032
OTU_2893	5.25833865537855
OTU_1284	5.22499006054162
OTU_4715	5.21182151718669
OTU_2047	5.10689474362363
OTU_1620	4.81248135913242
OTU_1799	5.96000096993097
OTU_953	5.915746541292
OTU_428	5.77837709613733
OTU_1049	5.72335170294897
OTU_2679	5.70692420022159
OTU_545	5.69739257759349
OTU_2760	5.68348073783866
OTU_482	5.67469377264533
OTU_2402	5.631810295808
OTU_3407	5.63012517439289
OTU_4778	5.59986624565952
OTU_2623	5.56610974797352
OTU_3315	5.56106789920838
OTU_1107	5.54679156687874
OTU_2926	5.51001524373265
OTU_4618	5.48540867390124
OTU_800	6.89670893761133
OTU_1453	6.80307988084559
OTU_542	6.78568742081857
OTU_806	6.76858564208844
OTU_1978	6.6653882532241
OTU_664	6.45724531410241
OTU_2176	5.74315281005549
OTU_3997	5.25372057696061
OTU_4296	6.20682419755281
OTU_1187	5.86938536779088
OTU_382	5.78676474076684
OTU_4517	5.63006801241918
OTU_2884	5.58472345655578
OTU_3855	5.574570336498
OTU_3370	5.5622937614326
OTU_4219	5.47711603986918
OTU_4939	5.47487648608609
OTU_2283	5.44268118708675
OTU_1610	5.43758100509915
OTU_4879	5.39475432391991
OTU_417	5.28829963080425
OTU_1612	5.27399440872815
OTU_4568	5.24404784816167
OTU_1501	5.24042553435077
OTU_2198	4.98196268649666
OTU_3429	4.87415590888279
OTU_1032	4.81723129056629
OTU_380	4.81392267556667
OTU_515	4.79777514081239
OTU_304	4.76637884631228
OTU_1870	4.74864332763477
OTU_3401	2.58292478286332
OTU_3861	2.738700029586
OTU_332	2.90677855907234
OTU_3263	2.9972244134726
OTU_3465	3.00857725589893
OTU_1696	3.24949013748862
OTU_2164	3.30378799908036
OTU_2482	3.40826526134843
OTU_4526	2.74391449484486
OTU_1584	2.76120554170411
OTU_2552	2.86050029397603
OTU_1108	3.15834644460129
OTU_526	3.1604812804142
OTU_3709	3.24850921163014
OTU_4190	3.2947050741963
OTU_2305	3.81499295184159
OTU_1018	3.78145941505888
OTU_4840	3.67812888136654
OTU_3310	3.5547197993622
OTU_3293	3.5463344826603
OTU_3072	3.51302718304168
OTU_4748	4.63093122124858
OTU_1961	3.54561531228236
OTU_4015	3.54561531228236
OTU_4136	2.41286401555043
OTU_2728	2.60031010470313
OTU_1661	2.62992499592805
OTU_2392	2.67013918695231
OTU_1734	2.67311470208465
OTU_3325	2.67807785242356
OTU_2875	2.74771231599384
OTU_3312	2.77294280121519
OTU_4176	2.77824075552611
OTU_2249	2.78239517237083
OTU_2457	2.78616170458848
OTU_1914	2.80281475491486
OTU_4157	2.90639527921403
OTU_2960	2.96972614226846
OTU_4622	2.99999783923958
OTU_686	2.90149221871324
OTU_487	1.01223192087011
OTU_788	1.03318029183587
OTU_2753	1.20771770950757
OTU_599	1.23360797744639
OTU_3982	1.23440493056014
OTU_1640	1.23996634696891
OTU_3777	1.247586027102
OTU_4506	1.27902410693128
OTU_181	1.33549378177411
OTU_4286	1.3709818828648
OTU_1264	1.37805397574589
OTU_4490	1.38148730196447
OTU_1177	1.39107378005088
OTU_1197	1.39352426785932
OTU_2958	1.40038473250446
OTU_3835	1.40382167365843
OTU_2605	1.41527943778673
OTU_334	1.41903789258866
OTU_4762	1.41981589424188
OTU_1266	1.42770378389599
OTU_329	1.43095989203904
OTU_2168	1.43290472728345
OTU_1623	1.43489030421529
OTU_4555	1.43980807526761
OTU_4899	1.44180571156644
OTU_1387	1.45440049145895
OTU_609	1.4639709430922
OTU_245	1.4699627524159
OTU_4083	1.47184418614921
OTU_4874	1.47316748248109
OTU_500	1.47809535091757
OTU_805	1.47956535038322
OTU_136	1.49179856486838
OTU_2953	1.49758749223125
OTU_2769	1.49805036207077
OTU_1452	1.49852484354274
OTU_3704	1.50648862527997
OTU_2947	1.50840303182363
OTU_734	1.51668080268126
OTU_3545	1.51847202113811
OTU_1146	1.52686370198792
OTU_921	1.53225205426283
OTU_467	1.53380246627754
OTU_1138	1.54054026028189
OTU_2910	1.54876750828495
OTU_2105	1.57179141273599
OTU_1384	1.59206128260638
OTU_1592	1.5999785660692
OTU_1801	1.61945401256194
OTU_2020	1.62264664013962
OTU_1476	1.63272569809127
OTU_801	1.63807280560623
OTU_623	1.64095937104909
OTU_3770	1.65889908087123
OTU_4488	1.6671730427512
OTU_311	1.69966168173865
OTU_4846	1.70268532725664
OTU_1385	1.70363065801699
OTU_2883	1.71587608997765
OTU_2591	1.71973881733962
OTU_1493	1.73544625065253
OTU_2356	1.74828674553764
OTU_4649	1.74971342327251
OTU_1098	1.75464779571802
OTU_1768	1.77010987337585
OTU_1006	1.77246424558584
OTU_1873	1.77508176784464
OTU_3455	1.78570234743104
OTU_2266	1.7883771480897
OTU_4012	1.79638146309859
OTU_397	1.81674986331553
OTU_3790	1.82355083604173
OTU_2463	1.82817652318854
